"product_id","time_id","warehouse_id","store_id","units_ordered","units_shipped","warehouse_sales","warehouse_cost","supply_time","store_invoice"
117,370,3,3,30.00,30,NT$28.05,NT$9.82,3,NT$11.58
972,370,3,3,93.00,93,NT$76.73,NT$42.97,2,NT$50.71
215,419,3,3,27.00,22,NT$6.78,NT$4.00,1,NT$4.80
1019,419,3,3,74.00,74,NT$116.24,NT$56.96,2,NT$63.79
996,419,3,3,60.00,37,NT$11.32,NT$6.68,4,NT$7.95
1479,419,3,3,82.00,8,NT$4.32,NT$1.86,3,NT$2.14
1175,419,3,3,52.00,52,NT$27.89,NT$12.27,1,NT$14.11
1258,419,3,3,69.00,52,NT$15.54,NT$5.75,2,NT$6.56
1008,419,3,3,76.00,76,NT$26.38,NT$9.50,3,NT$10.64
199,419,3,3,26.00,26,NT$24.32,NT$14.59,4,NT$16.92
1069,419,3,3,18.00,18,NT$3.69,NT$1.37,1,NT$1.52
432,419,3,3,61.00,44,NT$41.36,NT$13.65,2,NT$15.70
369,419,3,3,39.00,16,NT$13.98,NT$5.31,3,NT$5.85
1385,419,3,3,78.00,78,NT$110.45,NT$40.87,3,NT$48.63
1042,419,3,3,29.00,29,NT$15.01,NT$5.85,1,NT$6.56
1039,389,2,2,74.00,74,NT$24.58,NT$12.29,6,NT$13.52
30,389,2,2,47.00,47,NT$29.16,NT$9.33,5,NT$10.54
1499,389,2,2,34.00,34,NT$14.65,NT$8.35,4,NT$9.19
623,389,2,2,67.00,67,NT$39.80,NT$13.93,6,NT$15.60
1279,389,2,2,17.00,17,NT$25.66,NT$10.78,6,NT$11.96
456,389,2,2,19.00,19,NT$17.25,NT$7.24,2,NT$8.40
633,389,2,2,100.00,100,NT$38.48,NT$14.62,2,NT$17.11
517,389,2,2,71.00,71,NT$86.90,NT$50.40,6,NT$55.44
866,389,2,2,55.00,12,NT$18.27,NT$7.67,3,NT$9.05
962,389,2,2,33.00,33,NT$27.77,NT$14.44,5,NT$16.03
1406,389,2,2,41.00,41,NT$11.71,NT$4.10,5,NT$4.55
490,389,2,2,66.00,66,NT$54.45,NT$28.86,3,NT$34.34
533,389,2,2,75.00,75,NT$83.49,NT$37.57,5,NT$43.58
251,381,2,2,66.00,66,NT$96.62,NT$37.68,5,NT$41.83
468,381,2,2,86.00,86,NT$86.79,NT$38.19,5,NT$44.30
1377,381,2,2,85.00,85,NT$122.68,NT$44.17,4,NT$49.46
207,381,2,2,74.00,74,NT$45.88,NT$14.22,3,NT$16.50
184,381,2,2,19.00,19,NT$27.78,NT$13.89,7,NT$15.97
667,381,2,2,91.00,91,NT$123.45,NT$70.37,2,NT$77.40
269,383,2,2,91.00,91,NT$139.56,NT$79.55,6,NT$92.28
778,383,2,2,75.00,75,NT$104.04,NT$53.06,3,NT$63.67
1222,383,2,2,82.00,82,NT$70.32,NT$36.56,5,NT$41.32
1451,383,2,2,35.00,35,NT$18.71,NT$10.85,6,NT$12.70
1494,383,2,2,11.00,11,NT$10.35,NT$5.07,6,NT$5.88
219,383,2,2,24.00,24,NT$19.96,NT$8.78,5,NT$9.75
928,383,2,2,59.00,59,NT$55.49,NT$30.52,3,NT$35.71
772,383,2,2,17.00,8,NT$6.21,NT$2.73,3,NT$3.11
96,383,2,2,65.00,65,NT$56.23,NT$23.62,7,NT$27.40
152,383,2,2,13.00,13,NT$17.28,NT$6.05,3,NT$6.84
1128,383,2,2,69.00,69,NT$66.63,NT$22.66,5,NT$25.15
1318,383,2,2,19.00,19,NT$9.37,NT$5.34,7,NT$6.14
627,383,2,2,11.00,11,NT$6.17,NT$2.16,2,NT$2.38
870,383,2,2,54.00,34,NT$24.78,NT$7.68,4,NT$8.76
554,383,2,2,31.00,10,NT$11.30,NT$4.07,5,NT$4.84
736,418,3,3,22.00,22,NT$26.71,NT$15.49,2,NT$17.20
647,418,3,3,36.00,36,NT$31.56,NT$13.57,3,NT$16.02
1330,418,3,3,26.00,22,NT$14.34,NT$7.17,2,NT$8.32
426,418,3,3,75.00,75,NT$19.35,NT$6.00,2,NT$6.78
1163,418,3,3,33.00,33,NT$13.80,NT$6.35,3,NT$6.98
1340,418,3,3,37.00,32,NT$37.83,NT$21.94,3,NT$25.23
1223,418,3,3,62.00,62,NT$16.10,NT$8.21,1,NT$9.44
1131,421,3,3,17.00,17,NT$20.81,NT$6.45,3,NT$7.74
242,421,3,3,48.00,48,NT$43.51,NT$14.36,2,NT$16.23
204,421,3,3,67.00,67,NT$35.38,NT$13.44,2,NT$15.73
1047,421,3,3,67.00,67,NT$121.19,NT$44.84,2,NT$51.12
491,421,3,3,56.00,56,NT$64.86,NT$21.41,4,NT$23.76
1014,421,3,3,25.00,25,NT$8.26,NT$3.63,3,NT$4.25
591,421,3,3,73.00,6,NT$4.14,NT$1.78,1,NT$2.08
714,421,3,3,64.00,64,NT$103.68,NT$43.55,4,NT$51.82
453,413,3,3,42.00,42,NT$45.38,NT$22.23,3,NT$24.90
349,413,3,3,71.00,37,NT$32.03,NT$10.89,1,NT$12.53
1391,413,3,3,24.00,24,NT$12.53,NT$6.01,2,NT$6.92
236,413,3,3,78.00,28,NT$23.31,NT$12.12,3,NT$13.58
998,413,3,3,17.00,17,NT$8.29,NT$3.56,3,NT$4.21
1002,413,3,3,96.00,96,NT$100.68,NT$38.26,2,NT$42.85
81,416,3,3,40.00,40,NT$50.27,NT$29.16,2,NT$33.82
285,416,3,3,42.00,42,NT$32.81,NT$16.41,3,NT$19.52
502,416,3,3,57.00,57,NT$68.66,NT$37.08,2,NT$44.49
997,416,3,3,28.00,28,NT$47.90,NT$17.24,1,NT$19.83
242,416,3,3,79.00,79,NT$83.89,NT$43.62,2,NT$51.04
219,416,3,3,19.00,19,NT$15.80,NT$4.90,4,NT$5.53
701,416,3,3,62.00,62,NT$14.42,NT$5.33,1,NT$6.24
398,416,3,3,38.00,38,NT$16.42,NT$9.19,2,NT$10.30
481,416,3,3,45.00,45,NT$65.41,NT$34.01,3,NT$39.79
975,449,3,3,82.00,82,NT$169.58,NT$55.96,1,NT$63.23
1085,449,3,3,97.00,97,NT$93.43,NT$55.12,3,NT$62.84
1169,449,3,3,68.00,68,NT$115.50,NT$56.60,3,NT$66.22
919,449,3,3,28.00,28,NT$23.28,NT$8.15,4,NT$9.05
109,449,3,3,59.00,59,NT$107.20,NT$47.17,2,NT$55.19
979,449,3,3,78.00,36,NT$68.04,NT$38.10,2,NT$44.96
342,449,3,3,39.00,39,NT$23.99,NT$12.47,4,NT$14.47
1425,449,3,3,48.00,10,NT$7.85,NT$3.06,2,NT$3.67
1295,449,3,3,87.00,87,NT$88.52,NT$48.69,3,NT$54.04
394,440,3,3,67.00,67,NT$96.47,NT$50.16,2,NT$55.68
144,440,3,3,46.00,41,NT$11.50,NT$6.33,2,NT$7.21
894,440,3,3,10.00,10,NT$1.94,NT$0.95,1,NT$1.05
1350,440,3,3,43.00,43,NT$18.20,NT$10.74,3,NT$12.24
1127,440,3,3,89.00,89,NT$130.58,NT$47.01,3,NT$54.06
650,440,3,3,91.00,91,NT$55.01,NT$19.80,4,NT$23.37
107,440,3,3,82.00,82,NT$84.60,NT$27.07,3,NT$32.22
178,440,3,3,53.00,53,NT$34.54,NT$17.96,3,NT$20.12
688,436,3,3,32.00,25,NT$26.66,NT$15.20,2,NT$17.33
39,436,3,3,57.00,57,NT$74.45,NT$37.23,3,NT$41.32
428,436,3,3,23.00,23,NT$4.93,NT$2.37,3,NT$2.84
405,436,3,3,63.00,25,NT$38.75,NT$18.99,4,NT$21.83
888,436,3,3,87.00,87,NT$38.28,NT$11.87,4,NT$13.29
999,436,3,3,18.00,18,NT$28.29,NT$9.05,3,NT$10.05
1082,436,3,3,35.00,35,NT$24.07,NT$8.90,3,NT$10.60
832,436,3,3,98.00,98,NT$123.83,NT$70.58,3,NT$83.29
22,436,3,3,85.00,85,NT$93.43,NT$48.58,4,NT$57.82
1111,428,3,3,35.00,35,NT$13.65,NT$4.37,4,NT$5.20
1088,428,3,3,73.00,73,NT$133.30,NT$73.31,1,NT$85.04
12,428,3,3,62.00,17,NT$8.38,NT$3.60,3,NT$3.96
1267,428,3,3,54.00,54,NT$47.52,NT$25.66,1,NT$30.02
1351,428,3,3,12.00,12,NT$6.61,NT$2.58,2,NT$2.94
1101,428,3,3,41.00,41,NT$61.23,NT$24.49,4,NT$27.92
291,428,3,3,58.00,58,NT$46.35,NT$20.86,3,NT$23.15
1161,428,3,3,31.00,31,NT$57.87,NT$23.73,4,NT$26.81
379,443,3,3,21.00,21,NT$26.68,NT$12.54,2,NT$13.92
529,443,3,3,74.00,74,NT$53.48,NT$24.07,2,NT$27.19
80,443,3,3,22.00,22,NT$30.35,NT$11.53,3,NT$12.69
1428,443,3,3,78.00,78,NT$177.64,NT$65.73,3,NT$78.21
86,443,3,3,29.00,29,NT$38.76,NT$14.73,1,NT$16.50
996,443,3,3,20.00,20,NT$9.35,NT$3.55,2,NT$4.16
240,443,3,3,87.00,87,NT$23.94,NT$9.82,1,NT$11.58
1362,443,3,3,81.00,81,NT$38.62,NT$18.92,1,NT$22.52
809,465,3,3,33.00,33,NT$20.53,NT$9.45,3,NT$10.39
825,465,3,3,37.00,31,NT$40.36,NT$23.41,3,NT$26.92
775,465,3,3,62.00,62,NT$25.33,NT$12.92,1,NT$14.85
925,465,3,3,28.00,28,NT$7.24,NT$3.62,1,NT$4.09
476,465,3,3,68.00,68,NT$146.04,NT$64.26,2,NT$75.18
266,465,3,3,60.00,60,NT$37.91,NT$19.33,4,NT$21.65
482,465,3,3,13.00,13,NT$4.27,NT$2.31,2,NT$2.58
1392,465,3,3,97.00,59,NT$15.67,NT$5.17,3,NT$6.05
222,465,3,3,21.00,21,NT$29.03,NT$15.68,2,NT$18.81
1463,477,3,3,42.00,2,NT$2.38,NT$0.76,2,NT$0.86
54,477,3,3,30.00,30,NT$43.07,NT$21.10,1,NT$23.64
749,477,3,3,39.00,39,NT$46.86,NT$15.46,1,NT$17.94
953,477,3,3,91.00,91,NT$82.28,NT$49.37,4,NT$56.28
1170,477,3,3,13.00,13,NT$14.12,NT$6.21,1,NT$7.08
520,477,3,3,66.00,66,NT$75.77,NT$31.82,2,NT$36.91
909,477,3,3,14.00,14,NT$9.98,NT$3.49,3,NT$3.95
887,477,3,3,70.00,70,NT$46.62,NT$15.85,3,NT$17.59
1369,477,3,3,20.00,20,NT$21.63,NT$7.79,4,NT$8.96
1480,477,3,3,12.00,4,NT$2.02,NT$0.63,1,NT$0.72
4,477,3,3,15.00,15,NT$20.75,NT$6.43,3,NT$7.33
1313,477,3,3,32.00,11,NT$15.52,NT$5.59,3,NT$6.71
504,477,3,3,96.00,96,NT$100.68,NT$43.29,3,NT$51.09
959,477,3,3,46.00,46,NT$29.67,NT$10.68,2,NT$11.96
737,477,3,3,14.00,14,NT$9.50,NT$4.18,2,NT$4.89
1114,458,3,3,20.00,20,NT$34.20,NT$16.07,1,NT$18.65
1464,458,3,3,60.00,60,NT$65.71,NT$26.94,2,NT$32.33
415,458,3,3,52.00,52,NT$71.12,NT$34.85,2,NT$40.08
444,458,3,3,95.00,95,NT$132.87,NT$67.76,1,NT$77.93
1087,458,3,3,89.00,89,NT$78.30,NT$27.41,3,NT$32.34
1131,458,3,3,85.00,85,NT$112.20,NT$42.64,2,NT$49.03
1414,458,3,3,81.00,81,NT$48.84,NT$22.96,3,NT$25.48
565,458,3,3,86.00,86,NT$23.99,NT$14.16,3,NT$16.14
1553,458,3,3,85.00,85,NT$63.24,NT$29.72,2,NT$34.48
877,458,3,3,92.00,92,NT$66.87,NT$34.77,2,NT$40.33
1347,458,3,3,27.00,27,NT$17.68,NT$8.49,4,NT$9.76
764,458,3,3,37.00,37,NT$46.52,NT$14.89,1,NT$16.67
954,458,3,3,88.00,88,NT$67.37,NT$34.36,4,NT$40.20
112,484,3,3,30.00,30,NT$13.56,NT$7.59,4,NT$9.11
195,484,3,3,30.00,30,NT$17.52,NT$9.64,3,NT$11.18
1505,484,3,3,19.00,19,NT$16.20,NT$8.26,3,NT$9.09
695,484,3,3,78.00,78,NT$85.11,NT$31.49,2,NT$34.96
1151,484,3,3,53.00,53,NT$12.49,NT$6.49,4,NT$7.53
928,484,3,3,57.00,57,NT$38.56,NT$20.44,1,NT$23.50
263,478,3,3,50.00,50,NT$62.70,NT$23.83,4,NT$28.11
107,478,3,3,18.00,7,NT$5.70,NT$2.28,2,NT$2.69
989,478,3,3,20.00,20,NT$6.72,NT$2.76,3,NT$3.25
1045,478,3,3,38.00,38,NT$67.49,NT$25.65,3,NT$29.49
463,478,3,3,11.00,6,NT$4.35,NT$1.96,3,NT$2.33
1066,478,3,3,52.00,52,NT$79.65,NT$30.27,2,NT$34.81
1229,478,3,3,44.00,44,NT$31.46,NT$14.47,2,NT$16.93
1472,478,3,3,86.00,86,NT$75.68,NT$36.33,4,NT$42.87
1156,478,3,3,81.00,81,NT$58.97,NT$33.61,2,NT$40.00
546,478,3,3,60.00,60,NT$60.05,NT$36.03,1,NT$42.51
816,478,3,3,73.00,73,NT$88.60,NT$39.87,3,NT$46.25
833,478,3,3,78.00,46,NT$61.57,NT$31.40,3,NT$36.74
940,504,3,3,93.00,93,NT$108.29,NT$55.23,4,NT$65.72
1556,504,3,3,75.00,75,NT$113.29,NT$62.31,3,NT$70.41
1267,504,3,3,97.00,97,NT$55.87,NT$24.03,2,NT$28.35
990,504,3,3,81.00,81,NT$106.14,NT$59.44,2,NT$68.36
1406,504,3,3,16.00,16,NT$2.96,NT$1.30,4,NT$1.51
157,504,3,3,49.00,47,NT$80.42,NT$24.93,4,NT$29.17
1200,504,3,3,64.00,64,NT$65.82,NT$30.94,2,NT$36.82
1190,504,3,3,95.00,95,NT$48.17,NT$26.97,4,NT$31.02
807,504,3,3,24.00,21,NT$9.48,NT$5.40,2,NT$6.05
811,504,3,3,42.00,1,NT$1.34,NT$0.41,3,NT$0.48
68,504,3,3,90.00,72,NT$143.54,NT$83.25,1,NT$94.91
324,504,3,3,30.00,30,NT$24.82,NT$9.93,1,NT$11.72
701,504,3,3,28.00,28,NT$10.71,NT$6.21,3,NT$6.83
1090,489,3,3,20.00,20,NT$18.06,NT$8.49,3,NT$9.85
1134,489,3,3,60.00,60,NT$40.40,NT$16.57,2,NT$19.88
1417,489,3,3,28.00,28,NT$47.51,NT$23.28,2,NT$26.77
154,489,3,3,95.00,95,NT$100.55,NT$43.24,1,NT$49.72
1556,489,3,3,89.00,89,NT$125.00,NT$73.75,3,NT$84.08
880,489,3,3,68.00,68,NT$124.10,NT$40.95,1,NT$45.46
1350,489,3,3,64.00,64,NT$22.96,NT$9.64,3,NT$11.48
353,489,3,3,45.00,45,NT$38.86,NT$20.98,2,NT$23.50
957,489,3,3,68.00,66,NT$64.69,NT$27.82,4,NT$32.54
1407,505,3,3,26.00,26,NT$6.06,NT$3.33,2,NT$3.67
131,505,3,3,13.00,13,NT$14.35,NT$7.18,1,NT$8.47
841,505,3,3,45.00,45,NT$48.29,NT$14.49,3,NT$16.08
685,505,3,3,91.00,91,NT$64.05,NT$23.70,3,NT$28.20
8,505,3,3,93.00,93,NT$142.11,NT$52.58,4,NT$58.89
65,505,3,3,84.00,48,NT$59.56,NT$22.63,3,NT$26.03
1041,505,3,3,14.00,14,NT$4.47,NT$2.46,1,NT$2.78
80,493,3,3,52.00,52,NT$79.28,NT$34.09,3,NT$37.50
1456,493,3,3,25.00,25,NT$20.59,NT$6.79,3,NT$7.47
446,493,3,3,12.00,12,NT$24.30,NT$14.09,1,NT$15.64
1502,493,3,3,44.00,44,NT$44.51,NT$26.71,4,NT$29.38
625,493,3,3,90.00,90,NT$66.65,NT$29.33,4,NT$32.55
136,493,3,3,19.00,19,NT$25.00,NT$10.50,2,NT$12.18
459,493,3,3,34.00,34,NT$6.53,NT$3.00,1,NT$3.51
636,493,3,3,95.00,95,NT$110.35,NT$64.00,4,NT$72.32
519,493,3,3,55.00,55,NT$69.33,NT$30.51,2,NT$34.78
869,493,3,3,86.00,86,NT$100.28,NT$53.15,3,NT$63.78
1379,493,3,3,39.00,39,NT$40.44,NT$23.86,3,NT$27.20
263,493,3,3,15.00,15,NT$26.22,NT$13.11,4,NT$14.42
492,493,3,3,28.00,28,NT$22.30,NT$10.26,3,NT$11.80
536,493,3,3,63.00,63,NT$44.72,NT$25.49,1,NT$29.06
670,492,3,3,69.00,69,NT$64.23,NT$30.19,2,NT$34.41
780,492,3,3,69.00,69,NT$88.18,NT$33.51,3,NT$36.86
863,492,3,3,57.00,57,NT$74.74,NT$25.41,2,NT$29.22
614,492,3,3,26.00,26,NT$51.11,NT$25.55,4,NT$29.64
1363,492,3,3,91.00,91,NT$123.45,NT$43.21,2,NT$48.82
674,492,3,3,30.00,30,NT$51.52,NT$18.55,3,NT$20.77
37,492,3,3,47.00,47,NT$23.91,NT$9.80,2,NT$11.47
1506,521,3,3,58.00,58,NT$115.39,NT$45.00,4,NT$53.55
1456,521,3,3,96.00,96,NT$96.62,NT$30.92,2,NT$36.49
46,521,3,3,61.00,32,NT$34.12,NT$17.40,3,NT$19.14
1156,521,3,3,77.00,77,NT$77.08,NT$23.89,2,NT$28.43
946,521,3,3,36.00,36,NT$33.86,NT$15.91,3,NT$18.14
1162,521,3,3,40.00,40,NT$22.26,NT$10.46,4,NT$11.82
513,521,3,3,57.00,57,NT$14.22,NT$6.26,4,NT$6.94
902,521,3,3,54.00,54,NT$24.62,NT$8.62,3,NT$9.74
879,521,3,3,41.00,41,NT$25.49,NT$15.29,2,NT$16.97
1362,521,3,3,74.00,74,NT$41.90,NT$16.76,4,NT$19.11
1472,521,3,3,29.00,29,NT$35.09,NT$16.14,4,NT$18.08
1555,521,3,3,31.00,31,NT$34.75,NT$15.99,2,NT$18.38
1306,521,3,3,22.00,22,NT$30.97,NT$13.01,4,NT$15.09
496,521,3,3,84.00,84,NT$28.22,NT$15.24,3,NT$16.92
952,521,3,3,68.00,25,NT$34.92,NT$13.27,2,NT$15.79
1241,532,3,3,90.00,90,NT$134.10,NT$41.57,3,NT$47.39
1418,532,3,3,26.00,26,NT$21.35,NT$10.67,3,NT$12.60
1301,532,3,3,53.00,53,NT$15.94,NT$7.65,3,NT$8.88
92,532,3,3,89.00,89,NT$34.72,NT$11.11,3,NT$12.89
602,532,3,3,29.00,29,NT$29.79,NT$17.87,3,NT$21.09
1045,532,3,3,67.00,67,NT$131.39,NT$69.64,1,NT$80.08
1274,532,3,3,56.00,11,NT$8.65,NT$3.54,2,NT$4.25
1318,532,3,3,49.00,49,NT$24.15,NT$12.56,1,NT$14.57
42,532,3,3,97.00,97,NT$84.80,NT$31.38,2,NT$35.45
751,532,3,3,35.00,35,NT$42.16,NT$16.02,3,NT$18.10
595,532,3,3,52.00,52,NT$25.11,NT$10.80,3,NT$11.98
846,529,3,3,95.00,95,NT$74.73,NT$23.17,4,NT$27.34
1089,529,3,3,17.00,3,NT$3.41,NT$1.09,1,NT$1.28
773,529,3,3,43.00,43,NT$13.43,NT$5.10,1,NT$5.67
163,529,3,3,42.00,42,NT$36.99,NT$21.82,2,NT$25.53
20,529,3,3,31.00,31,NT$30.16,NT$16.59,4,NT$18.58
36,529,3,3,90.00,90,NT$59.94,NT$21.58,2,NT$23.95
1545,529,3,3,48.00,48,NT$40.67,NT$20.74,3,NT$24.48
136,529,3,3,76.00,76,NT$108.82,NT$54.41,1,NT$63.66
88,523,3,3,45.00,45,NT$22.83,NT$8.45,2,NT$9.46
1491,523,3,3,56.00,56,NT$63.57,NT$37.51,3,NT$42.38
815,523,3,3,20.00,20,NT$8.28,NT$4.72,2,NT$5.38
1285,523,3,3,58.00,58,NT$45.55,NT$22.78,4,NT$25.97
288,523,3,3,24.00,24,NT$21.96,NT$10.76,1,NT$12.16
892,523,3,3,64.00,64,NT$99.59,NT$41.83,2,NT$48.52
1468,523,3,3,56.00,56,NT$26.11,NT$13.05,3,NT$14.49
1298,523,3,3,99.00,99,NT$58.37,NT$30.35,1,NT$33.99
981,523,3,3,93.00,52,NT$20.47,NT$6.55,2,NT$7.66
371,523,3,3,17.00,17,NT$3.81,NT$1.98,2,NT$2.36
642,523,3,3,93.00,93,NT$66.38,NT$31.20,4,NT$36.50
659,523,3,3,36.00,36,NT$63.56,NT$36.23,3,NT$43.47
609,523,3,3,82.00,82,NT$87.08,NT$27.86,3,NT$32.60
758,523,3,3,78.00,55,NT$56.14,NT$33.69,3,NT$39.41
632,541,3,3,38.00,38,NT$10.41,NT$4.06,2,NT$4.63
636,541,3,3,42.00,42,NT$39.92,NT$15.97,4,NT$18.20
1452,541,3,3,59.00,53,NT$68.93,NT$23.44,2,NT$26.48
149,541,3,3,66.00,66,NT$57.52,NT$18.98,3,NT$21.07
526,541,3,3,16.00,14,NT$10.71,NT$4.71,1,NT$5.65
1369,541,3,3,97.00,97,NT$111.47,NT$65.77,1,NT$75.63
399,541,3,3,11.00,11,NT$3.45,NT$2.07,3,NT$2.36
1336,541,3,3,28.00,8,NT$9.49,NT$3.32,2,NT$3.95
499,541,3,3,92.00,92,NT$149.78,NT$61.41,3,NT$72.46
1036,541,3,3,42.00,42,NT$37.75,NT$13.21,2,NT$14.67
253,541,3,3,95.00,95,NT$42.28,NT$17.33,2,NT$20.11
1042,541,3,3,71.00,71,NT$28.58,NT$10.00,3,NT$11.60
1379,541,3,3,66.00,66,NT$72.23,NT$31.78,2,NT$37.50
1196,541,3,3,44.00,44,NT$39.83,NT$21.91,4,NT$24.97
1120,558,3,3,85.00,85,NT$72.68,NT$34.88,4,NT$39.77
364,558,3,3,79.00,79,NT$86.90,NT$48.66,2,NT$55.96
1486,558,3,3,58.00,58,NT$47.49,NT$28.02,1,NT$31.38
410,558,3,3,54.00,26,NT$12.45,NT$6.60,2,NT$7.65
521,558,3,3,55.00,55,NT$99.83,NT$32.94,3,NT$37.88
604,558,3,3,11.00,1,NT$0.50,NT$0.25,2,NT$0.27
354,558,3,3,15.00,15,NT$13.50,NT$7.70,2,NT$8.62
1475,557,3,3,73.00,73,NT$119.54,NT$65.75,3,NT$78.24
492,557,3,3,96.00,96,NT$79.86,NT$34.34,2,NT$38.12
322,557,3,3,79.00,79,NT$124.77,NT$68.62,2,NT$76.17
5,557,3,3,38.00,38,NT$43.27,NT$19.04,4,NT$22.85
954,557,3,3,48.00,48,NT$39.25,NT$22.38,4,NT$25.96
1225,557,3,3,75.00,75,NT$74.82,NT$41.15,3,NT$46.09
1241,557,3,3,21.00,21,NT$27.54,NT$10.74,4,NT$12.03
1192,557,3,3,51.00,51,NT$21.99,NT$8.14,1,NT$9.28
1341,557,3,3,89.00,89,NT$125.89,NT$37.77,2,NT$43.05
892,557,3,3,54.00,54,NT$47.17,NT$17.45,2,NT$19.55
682,557,3,3,29.00,29,NT$9.91,NT$3.07,3,NT$3.56
1307,560,3,3,66.00,66,NT$37.46,NT$21.35,2,NT$25.41
231,560,3,3,49.00,49,NT$53.24,NT$28.22,4,NT$32.17
341,560,3,3,84.00,56,NT$65.15,NT$24.76,2,NT$28.72
425,560,3,3,37.00,37,NT$23.21,NT$12.07,2,NT$14.12
175,560,3,3,90.00,90,NT$173.25,NT$86.63,3,NT$103.08
924,560,3,3,38.00,38,NT$56.43,NT$24.26,3,NT$28.15
1380,560,3,3,94.00,83,NT$126.19,NT$53.00,2,NT$60.42
1157,560,3,3,53.00,53,NT$78.36,NT$41.53,2,NT$46.93
681,560,3,3,35.00,35,NT$34.62,NT$13.50,2,NT$15.93
137,560,3,3,39.00,39,NT$66.38,NT$25.89,4,NT$30.29
208,560,3,3,57.00,57,NT$76.03,NT$33.45,3,NT$38.47
824,560,3,3,30.00,30,NT$36.08,NT$12.63,3,NT$14.78
