,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
537,"frozenset({'Tri-State Tangerines', 'Hilltop Conditioning Shampoo'})","frozenset({'Horatio Fudge Cookies', 'Cormorant AA-Size Batteries'})",0.00010567752503236375,0.00010567752503236375,0.00010567752503236375,1.0,9462.75,0.00010566635729306678,inf
565,"frozenset({'Tri-State Tangerines', 'Hilltop Conditioning Shampoo'})","frozenset({'Horatio Fudge Cookies', 'Special Corn Puffs', 'Cormorant AA-Size Batteries'})",0.00010567752503236375,0.00010567752503236375,0.00010567752503236375,1.0,9462.75,0.00010566635729306678,inf
138,"frozenset({'Horatio Fudge Cookies', 'Special Corn Puffs', 'Cormorant AA-Size Batteries'})","frozenset({'Tri-State Tangerines', 'Faux Products Extra Moisture Shampoo'})",0.00010567752503236375,0.00010567752503236375,0.00010567752503236375,1.0,9462.75,0.00010566635729306678,inf
193,"frozenset({'Horatio Fudge Cookies', 'Special Corn Puffs', 'Cormorant AA-Size Batteries'})","frozenset({'Hilltop Conditioning Shampoo', 'Tri-State Tangerines', 'Faux Products Extra Moisture Shampoo'})",0.00010567752503236375,0.00010567752503236375,0.00010567752503236375,1.0,9462.75,0.00010566635729306678,inf
563,"frozenset({'Horatio Fudge Cookies', 'Special Corn Puffs', 'Cormorant AA-Size Batteries'})","frozenset({'Tri-State Tangerines', 'Hilltop Conditioning Shampoo'})",0.00010567752503236375,0.00010567752503236375,0.00010567752503236375,1.0,9462.75,0.00010566635729306678,inf
94,"frozenset({'Faux Products Extra Moisture Shampoo', 'Hilltop Conditioning Shampoo', 'Tri-State Tangerines'})","frozenset({'Horatio Fudge Cookies', 'Cormorant AA-Size Batteries'})",0.00010567752503236375,0.00010567752503236375,0.00010567752503236375,1.0,9462.75,0.00010566635729306678,inf
179,"frozenset({'Hilltop Conditioning Shampoo', 'Tri-State Tangerines', 'Faux Products Extra Moisture Shampoo'})","frozenset({'Horatio Fudge Cookies', 'Special Corn Puffs', 'Cormorant AA-Size Batteries'})",0.00010567752503236375,0.00010567752503236375,0.00010567752503236375,1.0,9462.75,0.00010566635729306678,inf
926,"frozenset({'Better Canned Tuna in Water', 'Ebony Potatos'})","frozenset({'Urban Large Eggs', 'Just Right Chicken Soup'})",0.00010567752503236375,0.00010567752503236375,0.00010567752503236375,1.0,9462.75,0.00010566635729306678,inf
100,"frozenset({'Horatio Fudge Cookies', 'Faux Products Extra Moisture Shampoo', 'Cormorant AA-Size Batteries'})","frozenset({'Tri-State Tangerines', 'Hilltop Conditioning Shampoo'})",0.00010567752503236375,0.00010567752503236375,0.00010567752503236375,1.0,9462.75,0.00010566635729306678,inf
132,"frozenset({'Horatio Fudge Cookies', 'Faux Products Extra Moisture Shampoo', 'Cormorant AA-Size Batteries'})","frozenset({'Tri-State Tangerines', 'Special Corn Puffs'})",0.00010567752503236375,0.00010567752503236375,0.00010567752503236375,1.0,9462.75,0.00010566635729306678,inf
182,"frozenset({'Horatio Fudge Cookies', 'Faux Products Extra Moisture Shampoo', 'Cormorant AA-Size Batteries'})","frozenset({'Tri-State Tangerines', 'Special Corn Puffs', 'Hilltop Conditioning Shampoo'})",0.00010567752503236375,0.00010567752503236375,0.00010567752503236375,1.0,9462.75,0.00010566635729306678,inf
61,"frozenset({'Horatio Fudge Cookies', 'Cormorant AA-Size Batteries'})","frozenset({'Tri-State Tangerines', 'Faux Products Extra Moisture Shampoo'})",0.00010567752503236375,0.00010567752503236375,0.00010567752503236375,1.0,9462.75,0.00010566635729306678,inf
106,"frozenset({'Horatio Fudge Cookies', 'Cormorant AA-Size Batteries'})","frozenset({'Faux Products Extra Moisture Shampoo', 'Hilltop Conditioning Shampoo', 'Tri-State Tangerines'})",0.00010567752503236375,0.00010567752503236375,0.00010567752503236375,1.0,9462.75,0.00010566635729306678,inf
142,"frozenset({'Horatio Fudge Cookies', 'Cormorant AA-Size Batteries'})","frozenset({'Tri-State Tangerines', 'Special Corn Puffs', 'Faux Products Extra Moisture Shampoo'})",0.00010567752503236375,0.00010567752503236375,0.00010567752503236375,1.0,9462.75,0.00010566635729306678,inf
198,"frozenset({'Horatio Fudge Cookies', 'Cormorant AA-Size Batteries'})","frozenset({'Hilltop Conditioning Shampoo', 'Tri-State Tangerines', 'Special Corn Puffs', 'Faux Products Extra Moisture Shampoo'})",0.00010567752503236375,0.00010567752503236375,0.00010567752503236375,1.0,9462.75,0.00010566635729306678,inf
536,"frozenset({'Horatio Fudge Cookies', 'Cormorant AA-Size Batteries'})","frozenset({'Tri-State Tangerines', 'Hilltop Conditioning Shampoo'})",0.00010567752503236375,0.00010567752503236375,0.00010567752503236375,1.0,9462.75,0.00010566635729306678,inf
544,"frozenset({'Horatio Fudge Cookies', 'Cormorant AA-Size Batteries'})","frozenset({'Tri-State Tangerines', 'Special Corn Puffs'})",0.00010567752503236375,0.00010567752503236375,0.00010567752503236375,1.0,9462.75,0.00010566635729306678,inf
567,"frozenset({'Horatio Fudge Cookies', 'Cormorant AA-Size Batteries'})","frozenset({'Tri-State Tangerines', 'Special Corn Puffs', 'Hilltop Conditioning Shampoo'})",0.00010567752503236375,0.00010567752503236375,0.00010567752503236375,1.0,9462.75,0.00010566635729306678,inf
97,"frozenset({'Horatio Fudge Cookies', 'Hilltop Conditioning Shampoo', 'Cormorant AA-Size Batteries'})","frozenset({'Tri-State Tangerines', 'Faux Products Extra Moisture Shampoo'})",0.00010567752503236375,0.00010567752503236375,0.00010567752503236375,1.0,9462.75,0.00010566635729306678,inf
187,"frozenset({'Horatio Fudge Cookies', 'Hilltop Conditioning Shampoo', 'Cormorant AA-Size Batteries'})","frozenset({'Tri-State Tangerines', 'Special Corn Puffs', 'Faux Products Extra Moisture Shampoo'})",0.00010567752503236375,0.00010567752503236375,0.00010567752503236375,1.0,9462.75,0.00010566635729306678,inf
557,"frozenset({'Horatio Fudge Cookies', 'Hilltop Conditioning Shampoo', 'Cormorant AA-Size Batteries'})","frozenset({'Tri-State Tangerines', 'Special Corn Puffs'})",0.00010567752503236375,0.00010567752503236375,0.00010567752503236375,1.0,9462.75,0.00010566635729306678,inf
95,"frozenset({'Faux Products Extra Moisture Shampoo', 'Hilltop Conditioning Shampoo', 'Cormorant AA-Size Batteries'})","frozenset({'Horatio Fudge Cookies', 'Tri-State Tangerines'})",0.00010567752503236375,0.00010567752503236375,0.00010567752503236375,1.0,9462.75,0.00010566635729306678,inf
114,"frozenset({'Faux Products Extra Moisture Shampoo', 'Hilltop Conditioning Shampoo', 'Cormorant AA-Size Batteries'})","frozenset({'Tri-State Tangerines', 'Special Corn Puffs'})",0.00010567752503236375,0.00010567752503236375,0.00010567752503236375,1.0,9462.75,0.00010566635729306678,inf
180,"frozenset({'Hilltop Conditioning Shampoo', 'Faux Products Extra Moisture Shampoo', 'Cormorant AA-Size Batteries'})","frozenset({'Horatio Fudge Cookies', 'Tri-State Tangerines', 'Special Corn Puffs'})",0.00010567752503236375,0.00010567752503236375,0.00010567752503236375,1.0,9462.75,0.00010566635729306678,inf
120,"frozenset({'Special Corn Puffs', 'Faux Products Extra Moisture Shampoo', 'Cormorant AA-Size Batteries'})","frozenset({'Tri-State Tangerines', 'Hilltop Conditioning Shampoo'})",0.00010567752503236375,0.00010567752503236375,0.00010567752503236375,1.0,9462.75,0.00010566635729306678,inf
135,"frozenset({'Special Corn Puffs', 'Faux Products Extra Moisture Shampoo', 'Cormorant AA-Size Batteries'})","frozenset({'Horatio Fudge Cookies', 'Tri-State Tangerines'})",0.00010567752503236375,0.00010567752503236375,0.00010567752503236375,1.0,9462.75,0.00010566635729306678,inf
185,"frozenset({'Special Corn Puffs', 'Faux Products Extra Moisture Shampoo', 'Cormorant AA-Size Batteries'})","frozenset({'Horatio Fudge Cookies', 'Tri-State Tangerines', 'Hilltop Conditioning Shampoo'})",0.00010567752503236375,0.00010567752503236375,0.00010567752503236375,1.0,9462.75,0.00010566635729306678,inf
117,"frozenset({'Special Corn Puffs', 'Hilltop Conditioning Shampoo', 'Cormorant AA-Size Batteries'})","frozenset({'Tri-State Tangerines', 'Faux Products Extra Moisture Shampoo'})",0.00010567752503236375,0.00010567752503236375,0.00010567752503236375,1.0,9462.75,0.00010566635729306678,inf
190,"frozenset({'Special Corn Puffs', 'Hilltop Conditioning Shampoo', 'Cormorant AA-Size Batteries'})","frozenset({'Horatio Fudge Cookies', 'Tri-State Tangerines', 'Faux Products Extra Moisture Shampoo'})",0.00010567752503236375,0.00010567752503236375,0.00010567752503236375,1.0,9462.75,0.00010566635729306678,inf
560,"frozenset({'Special Corn Puffs', 'Hilltop Conditioning Shampoo', 'Cormorant AA-Size Batteries'})","frozenset({'Horatio Fudge Cookies', 'Tri-State Tangerines'})",0.00010567752503236375,0.00010567752503236375,0.00010567752503236375,1.0,9462.75,0.00010566635729306678,inf
124,"frozenset({'Tri-State Tangerines', 'Special Corn Puffs'})","frozenset({'Faux Products Extra Moisture Shampoo', 'Hilltop Conditioning Shampoo', 'Cormorant AA-Size Batteries'})",0.00010567752503236375,0.00010567752503236375,0.00010567752503236375,1.0,9462.75,0.00010566635729306678,inf
143,"frozenset({'Tri-State Tangerines', 'Special Corn Puffs'})","frozenset({'Horatio Fudge Cookies', 'Faux Products Extra Moisture Shampoo', 'Cormorant AA-Size Batteries'})",0.00010567752503236375,0.00010567752503236375,0.00010567752503236375,1.0,9462.75,0.00010566635729306678,inf
199,"frozenset({'Tri-State Tangerines', 'Special Corn Puffs'})","frozenset({'Hilltop Conditioning Shampoo', 'Faux Products Extra Moisture Shampoo', 'Horatio Fudge Cookies', 'Cormorant AA-Size Batteries'})",0.00010567752503236375,0.00010567752503236375,0.00010567752503236375,1.0,9462.75,0.00010566635729306678,inf
545,"frozenset({'Tri-State Tangerines', 'Special Corn Puffs'})","frozenset({'Horatio Fudge Cookies', 'Cormorant AA-Size Batteries'})",0.00010567752503236375,0.00010567752503236375,0.00010567752503236375,1.0,9462.75,0.00010566635729306678,inf
568,"frozenset({'Tri-State Tangerines', 'Special Corn Puffs'})","frozenset({'Horatio Fudge Cookies', 'Hilltop Conditioning Shampoo', 'Cormorant AA-Size Batteries'})",0.00010567752503236375,0.00010567752503236375,0.00010567752503236375,1.0,9462.75,0.00010566635729306678,inf
181,"frozenset({'Horatio Fudge Cookies', 'Tri-State Tangerines', 'Faux Products Extra Moisture Shampoo'})","frozenset({'Special Corn Puffs', 'Hilltop Conditioning Shampoo', 'Cormorant AA-Size Batteries'})",0.00010567752503236375,0.00010567752503236375,0.00010567752503236375,1.0,9462.75,0.00010566635729306678,inf
167,"frozenset({'Hilltop Conditioning Shampoo', 'Tri-State Tangerines', 'Special Corn Puffs', 'Faux Products Extra Moisture Shampoo'})","frozenset({'Horatio Fudge Cookies', 'Cormorant AA-Size Batteries'})",0.00010567752503236375,0.00010567752503236375,0.00010567752503236375,1.0,9462.75,0.00010566635729306678,inf
191,"frozenset({'Horatio Fudge Cookies', 'Tri-State Tangerines', 'Special Corn Puffs'})","frozenset({'Hilltop Conditioning Shampoo', 'Faux Products Extra Moisture Shampoo', 'Cormorant AA-Size Batteries'})",0.00010567752503236375,0.00010567752503236375,0.00010567752503236375,1.0,9462.75,0.00010566635729306678,inf
188,"frozenset({'Tri-State Tangerines', 'Special Corn Puffs', 'Hilltop Conditioning Shampoo'})","frozenset({'Horatio Fudge Cookies', 'Faux Products Extra Moisture Shampoo', 'Cormorant AA-Size Batteries'})",0.00010567752503236375,0.00010567752503236375,0.00010567752503236375,1.0,9462.75,0.00010566635729306678,inf
558,"frozenset({'Tri-State Tangerines', 'Special Corn Puffs', 'Hilltop Conditioning Shampoo'})","frozenset({'Horatio Fudge Cookies', 'Cormorant AA-Size Batteries'})",0.00010567752503236375,0.00010567752503236375,0.00010567752503236375,1.0,9462.75,0.00010566635729306678,inf
186,"frozenset({'Horatio Fudge Cookies', 'Tri-State Tangerines', 'Hilltop Conditioning Shampoo'})","frozenset({'Special Corn Puffs', 'Faux Products Extra Moisture Shampoo', 'Cormorant AA-Size Batteries'})",0.00010567752503236375,0.00010567752503236375,0.00010567752503236375,1.0,9462.75,0.00010566635729306678,inf
133,"frozenset({'Tri-State Tangerines', 'Special Corn Puffs', 'Faux Products Extra Moisture Shampoo'})","frozenset({'Horatio Fudge Cookies', 'Cormorant AA-Size Batteries'})",0.00010567752503236375,0.00010567752503236375,0.00010567752503236375,1.0,9462.75,0.00010566635729306678,inf
183,"frozenset({'Tri-State Tangerines', 'Special Corn Puffs', 'Faux Products Extra Moisture Shampoo'})","frozenset({'Horatio Fudge Cookies', 'Hilltop Conditioning Shampoo', 'Cormorant AA-Size Batteries'})",0.00010567752503236375,0.00010567752503236375,0.00010567752503236375,1.0,9462.75,0.00010566635729306678,inf
62,"frozenset({'Tri-State Tangerines', 'Faux Products Extra Moisture Shampoo'})","frozenset({'Horatio Fudge Cookies', 'Cormorant AA-Size Batteries'})",0.00010567752503236375,0.00010567752503236375,0.00010567752503236375,1.0,9462.75,0.00010566635729306678,inf
104,"frozenset({'Tri-State Tangerines', 'Faux Products Extra Moisture Shampoo'})","frozenset({'Horatio Fudge Cookies', 'Hilltop Conditioning Shampoo', 'Cormorant AA-Size Batteries'})",0.00010567752503236375,0.00010567752503236375,0.00010567752503236375,1.0,9462.75,0.00010566635729306678,inf
123,"frozenset({'Tri-State Tangerines', 'Faux Products Extra Moisture Shampoo'})","frozenset({'Special Corn Puffs', 'Hilltop Conditioning Shampoo', 'Cormorant AA-Size Batteries'})",0.00010567752503236375,0.00010567752503236375,0.00010567752503236375,1.0,9462.75,0.00010566635729306678,inf
140,"frozenset({'Tri-State Tangerines', 'Faux Products Extra Moisture Shampoo'})","frozenset({'Horatio Fudge Cookies', 'Special Corn Puffs', 'Cormorant AA-Size Batteries'})",0.00010567752503236375,0.00010567752503236375,0.00010567752503236375,1.0,9462.75,0.00010566635729306678,inf
195,"frozenset({'Tri-State Tangerines', 'Faux Products Extra Moisture Shampoo'})","frozenset({'Horatio Fudge Cookies', 'Special Corn Puffs', 'Hilltop Conditioning Shampoo', 'Cormorant AA-Size Batteries'})",0.00010567752503236375,0.00010567752503236375,0.00010567752503236375,1.0,9462.75,0.00010566635729306678,inf
105,"frozenset({'Horatio Fudge Cookies', 'Tri-State Tangerines'})","frozenset({'Faux Products Extra Moisture Shampoo', 'Hilltop Conditioning Shampoo', 'Cormorant AA-Size Batteries'})",0.00010567752503236375,0.00010567752503236375,0.00010567752503236375,1.0,9462.75,0.00010566635729306678,inf
141,"frozenset({'Horatio Fudge Cookies', 'Tri-State Tangerines'})","frozenset({'Special Corn Puffs', 'Faux Products Extra Moisture Shampoo', 'Cormorant AA-Size Batteries'})",0.00010567752503236375,0.00010567752503236375,0.00010567752503236375,1.0,9462.75,0.00010566635729306678,inf
197,"frozenset({'Horatio Fudge Cookies', 'Tri-State Tangerines'})","frozenset({'Hilltop Conditioning Shampoo', 'Special Corn Puffs', 'Faux Products Extra Moisture Shampoo', 'Cormorant AA-Size Batteries'})",0.00010567752503236375,0.00010567752503236375,0.00010567752503236375,1.0,9462.75,0.00010566635729306678,inf
566,"frozenset({'Horatio Fudge Cookies', 'Tri-State Tangerines'})","frozenset({'Special Corn Puffs', 'Hilltop Conditioning Shampoo', 'Cormorant AA-Size Batteries'})",0.00010567752503236375,0.00010567752503236375,0.00010567752503236375,1.0,9462.75,0.00010566635729306678,inf
984,"frozenset({'Red Spade Low Fat Bologna', 'Hermanos Squash', 'Better Large Canned Shrimp'})","frozenset({'PigTail Frozen Sausage Pizza', 'Tell Tale Mushrooms'})",0.00010567752503236375,0.00010567752503236375,0.00010567752503236375,1.0,9462.75,0.00010566635729306678,inf
964,"frozenset({'Red Spade Low Fat Bologna', 'Better Large Canned Shrimp'})","frozenset({'PigTail Frozen Sausage Pizza', 'Tell Tale Mushrooms'})",0.00010567752503236375,0.00010567752503236375,0.00010567752503236375,1.0,9462.75,0.00010566635729306678,inf
988,"frozenset({'Red Spade Low Fat Bologna', 'Better Large Canned Shrimp'})","frozenset({'PigTail Frozen Sausage Pizza', 'Tell Tale Mushrooms', 'Hermanos Squash'})",0.00010567752503236375,0.00010567752503236375,0.00010567752503236375,1.0,9462.75,0.00010566635729306678,inf
476,"frozenset({'Hilltop Silky Smooth Hair Conditioner', 'Nationeel Mini Donuts'})","frozenset({'Hermanos Cauliflower', 'Faux Products Angled Toothbrush'})",0.00010567752503236375,0.00010567752503236375,0.00010567752503236375,1.0,9462.75,0.00010566635729306678,inf
479,"frozenset({'Hermanos Cauliflower', 'Faux Products Angled Toothbrush'})","frozenset({'Hilltop Silky Smooth Hair Conditioner', 'Nationeel Mini Donuts'})",0.00010567752503236375,0.00010567752503236375,0.00010567752503236375,1.0,9462.75,0.00010566635729306678,inf
1692,"frozenset({'Colony Bagels', 'Tell Tale Limes'})","frozenset({'Portsmouth Chablis Wine', 'Bird Call 200 MG Acetominifen'})",0.00010567752503236375,0.00010567752503236375,0.00010567752503236375,1.0,9462.75,0.00010566635729306678,inf
