"product_id","time_id","customer_id","promotion_id","store_id","store_sales","store_cost","unit_sales"
925,1081,4429,78,1,NT$3.04,NT$1.12,4.00
1314,1081,4429,78,1,NT$1.92,NT$0.63,3.00
1291,1081,4429,78,1,NT$6.90,NT$2.90,3.00
216,1081,4429,78,1,NT$10.80,NT$3.35,3.00
326,1081,4429,78,1,NT$4.94,NT$2.32,2.00
409,1081,4429,78,1,NT$11.73,NT$5.75,3.00
646,1081,5090,78,1,NT$3.84,NT$1.92,3.00
157,1081,5090,78,1,NT$8.85,NT$2.83,3.00
480,1081,5090,78,1,NT$6.76,NT$2.77,4.00
657,1081,5090,78,1,NT$4.24,NT$1.31,2.00
540,1081,5090,78,1,NT$1.53,NT$0.52,3.00
890,1081,5090,78,1,NT$5.22,NT$1.93,2.00
1399,1081,5090,78,1,NT$3.56,NT$1.42,2.00
284,1081,5090,78,1,NT$3.96,NT$1.39,4.00
404,1081,872,78,1,NT$3.75,NT$1.84,3.00
128,1081,872,78,1,NT$2.12,NT$0.83,4.00
544,1081,872,78,1,NT$8.85,NT$3.01,3.00
854,1081,872,78,1,NT$3.20,NT$0.99,2.00
1236,1081,7021,78,1,NT$13.28,NT$4.78,4.00
747,1081,7021,78,1,NT$7.32,NT$3.29,4.00
1070,1081,7021,78,1,NT$10.53,NT$4.63,3.00
1255,1081,5578,78,1,NT$2.48,NT$0.92,2.00
1498,1081,5578,78,1,NT$6.90,NT$2.97,3.00
1182,1081,5578,78,1,NT$4.20,NT$1.47,3.00
573,1081,5578,78,1,NT$10.17,NT$3.46,3.00
623,1081,5606,78,1,NT$5.40,NT$2.00,3.00
279,1081,5606,78,1,NT$8.46,NT$3.13,3.00
895,1081,5606,78,1,NT$1.30,NT$0.64,2.00
606,1081,5606,78,1,NT$5.30,NT$2.28,2.00
393,1081,7091,78,1,NT$4.48,NT$2.15,4.00
942,1081,7091,78,1,NT$4.68,NT$2.25,2.00
853,1081,7091,78,1,NT$7.76,NT$2.64,2.00
1535,1081,7091,78,1,NT$5.84,NT$2.69,2.00
1358,1081,2634,78,1,NT$8.40,NT$3.78,4.00
749,1081,2634,78,1,NT$8.01,NT$2.48,3.00
892,1081,4698,78,1,NT$5.46,NT$1.80,2.00
1003,1081,4698,78,1,NT$3.12,NT$1.53,4.00
1086,1081,4698,78,1,NT$7.59,NT$3.57,3.00
445,1081,4531,78,1,NT$6.92,NT$2.35,2.00
35,1081,4531,78,1,NT$6.63,NT$2.65,3.00
851,1081,4531,78,1,NT$10.04,NT$3.21,4.00
1520,1081,4531,78,1,NT$6.93,NT$3.19,3.00
1483,1081,4531,78,1,NT$6.39,NT$1.98,3.00
668,1081,5624,78,1,NT$15.72,NT$7.23,4.00
512,1081,5624,78,1,NT$10.96,NT$4.27,4.00
1394,1081,5624,78,1,NT$5.06,NT$1.92,2.00
1450,1081,5624,78,1,NT$13.85,NT$5.96,5.00
867,1081,5624,78,1,NT$5.64,NT$1.75,3.00
1471,1081,5624,78,1,NT$4.65,NT$2.05,3.00
75,1081,5624,78,1,NT$2.04,NT$0.88,3.00
318,1081,5624,78,1,NT$7.41,NT$3.56,3.00
1358,1081,1553,78,1,NT$6.30,NT$2.71,3.00
388,1081,1553,78,1,NT$7.05,NT$3.24,3.00
1324,1081,1553,78,1,NT$9.93,NT$3.48,3.00
1108,1081,2434,78,1,NT$8.20,NT$2.87,5.00
1551,1081,2434,78,1,NT$4.64,NT$1.81,4.00
222,1081,2434,78,1,NT$15.80,NT$6.95,4.00
266,1081,2434,78,1,NT$8.10,NT$3.24,5.00
130,1081,1032,78,1,NT$6.69,NT$2.27,3.00
933,1081,1032,78,1,NT$13.52,NT$4.06,4.00
910,1081,1032,78,1,NT$7.36,NT$2.36,4.00
1393,1081,1032,78,1,NT$7.40,NT$3.03,4.00
1089,1081,1032,78,1,NT$4.94,NT$1.48,2.00
1172,1081,1032,78,1,NT$8.31,NT$3.82,3.00
1156,1081,491,78,1,NT$5.46,NT$2.57,3.00
973,1081,491,78,1,NT$2.68,NT$1.10,2.00
1522,1081,491,78,1,NT$3.42,NT$1.37,3.00
1432,1081,491,78,1,NT$5.40,NT$2.43,3.00
557,1081,491,78,1,NT$2.72,NT$0.87,2.00
68,1081,491,78,1,NT$10.68,NT$4.81,3.00
390,1081,491,78,1,NT$11.22,NT$4.94,3.00
204,1081,340,78,1,NT$4.80,NT$1.73,3.00
1513,1081,340,78,1,NT$5.70,NT$1.94,3.00
473,1081,6944,78,1,NT$2.19,NT$1.10,3.00
1515,1081,6944,78,1,NT$4.40,NT$1.80,4.00
1111,1081,8491,78,1,NT$2.34,NT$1.15,3.00
329,1081,8491,78,1,NT$5.22,NT$2.30,3.00
1531,1081,8491,78,1,NT$1.02,NT$0.41,2.00
1455,1081,8491,78,1,NT$10.12,NT$3.74,4.00
1272,1081,8491,78,1,NT$7.44,NT$3.35,3.00
69,1081,1287,78,1,NT$9.30,NT$2.79,3.00
340,1081,1287,78,1,NT$2.52,NT$0.83,4.00
356,1081,1287,78,1,NT$4.72,NT$2.03,2.00
306,1081,1287,78,1,NT$11.88,NT$3.92,3.00
200,1081,2634,78,1,NT$7.95,NT$2.94,3.00
337,1081,2634,78,1,NT$3.00,NT$1.47,4.00
753,1081,2634,78,1,NT$3.78,NT$1.59,2.00
1063,1081,2634,78,1,NT$6.36,NT$2.61,2.00
133,1081,2634,78,1,NT$2.80,NT$1.29,4.00
1275,1081,2082,78,1,NT$2.34,NT$1.03,2.00
227,1081,2082,78,1,NT$5.94,NT$2.55,3.00
670,1081,2082,78,1,NT$5.37,NT$2.04,3.00
1312,1081,2082,78,1,NT$3.06,NT$1.50,2.00
942,1081,2082,78,1,NT$7.02,NT$2.18,3.00
622,1081,491,78,1,NT$2.43,NT$1.02,3.00
705,1081,491,78,1,NT$2.64,NT$0.92,3.00
455,1081,491,78,1,NT$6.72,NT$2.28,4.00
1504,1081,8039,78,1,NT$4.77,NT$1.86,3.00
761,1081,8039,78,1,NT$5.10,NT$2.35,3.00
1017,1081,8039,78,1,NT$11.56,NT$5.32,4.00
1394,1081,8039,78,1,NT$7.59,NT$3.42,3.00
678,1081,8039,78,1,NT$11.07,NT$4.10,3.00
1267,1081,8039,78,1,NT$6.40,NT$2.82,4.00
645,1081,8039,78,1,NT$6.64,NT$2.79,2.00
1367,1081,8039,78,1,NT$14.28,NT$6.00,4.00
902,1081,5430,78,1,NT$3.88,NT$1.47,4.00
1397,1081,5430,78,1,NT$2.86,NT$1.43,2.00
642,1081,5430,78,1,NT$4.98,NT$2.14,3.00
619,1081,5430,78,1,NT$9.00,NT$3.78,4.00
536,1081,462,78,1,NT$5.46,NT$2.51,3.00
1351,1081,462,78,1,NT$5.01,NT$1.90,3.00
49,1081,462,78,1,NT$10.14,NT$4.16,3.00
1366,1081,10113,78,1,NT$11.04,NT$4.53,4.00
1543,1081,10113,78,1,NT$7.44,NT$3.27,3.00
1426,1081,10113,78,1,NT$11.22,NT$3.70,3.00
217,1081,10113,78,1,NT$2.72,NT$1.17,4.00
727,1081,10113,78,1,NT$5.73,NT$2.23,3.00
756,1081,10113,78,1,NT$8.04,NT$3.30,3.00
833,1081,1396,78,1,NT$9.56,NT$4.11,4.00
24,1081,1396,78,1,NT$8.65,NT$3.98,5.00
893,1081,1396,78,1,NT$3.64,NT$1.24,4.00
257,1081,1396,78,1,NT$1.59,NT$0.70,3.00
1339,1081,1396,78,1,NT$3.93,NT$1.81,3.00
1210,1081,1396,78,1,NT$8.50,NT$4.08,5.00
398,1081,6076,78,1,NT$1.60,NT$0.70,2.00
575,1081,6076,78,1,NT$5.62,NT$2.59,2.00
458,1081,6076,78,1,NT$4.50,NT$1.58,3.00
808,1081,6076,78,1,NT$2.78,NT$0.83,2.00
903,1081,6076,78,1,NT$10.08,NT$4.64,4.00
1346,1081,6076,78,1,NT$4.70,NT$2.12,2.00
1132,1081,6944,78,1,NT$6.64,NT$2.06,4.00
323,1081,6944,78,1,NT$14.00,NT$6.02,4.00
778,1081,6944,78,1,NT$8.16,NT$3.02,3.00
556,1081,6944,78,1,NT$13.00,NT$5.46,4.00
80,1081,6944,78,1,NT$10.89,NT$5.23,3.00
1095,1081,6944,78,1,NT$3.16,NT$1.26,2.00
1165,1081,6944,78,1,NT$5.64,NT$1.86,2.00
1548,1081,6212,78,1,NT$2.01,NT$0.72,3.00
633,1081,6212,78,1,NT$2.22,NT$1.11,3.00
263,1081,6212,78,1,NT$7.60,NT$2.74,2.00
546,1081,6212,78,1,NT$8.34,NT$3.50,3.00
1255,1081,6212,78,1,NT$3.72,NT$1.26,3.00
1099,1081,6212,78,1,NT$9.72,NT$4.67,3.00
127,1081,4350,78,1,NT$3.48,NT$1.08,2.00
197,1081,4350,78,1,NT$11.64,NT$4.19,4.00
813,1081,4350,78,1,NT$4.35,NT$1.87,3.00
110,1081,4350,78,1,NT$7.05,NT$2.89,3.00
917,1081,5406,78,1,NT$3.36,NT$1.51,3.00
268,1081,5406,78,1,NT$6.92,NT$3.25,4.00
657,1081,5406,78,1,NT$6.36,NT$1.97,3.00
634,1081,5406,78,1,NT$7.59,NT$3.57,3.00
1117,1081,5406,78,1,NT$10.92,NT$4.80,3.00
199,1081,8391,78,1,NT$5.01,NT$1.50,3.00
1254,1081,8391,78,1,NT$7.34,NT$3.38,2.00
378,1081,8391,78,1,NT$2.22,NT$1.09,2.00
1447,1081,8391,78,1,NT$8.88,NT$3.37,3.00
211,1081,8391,78,1,NT$10.88,NT$5.22,4.00
388,1081,8391,78,1,NT$9.40,NT$4.61,4.00
1224,1081,4907,78,1,NT$3.72,NT$1.71,3.00
149,1081,4907,78,1,NT$7.47,NT$2.39,3.00
1403,1081,4907,78,1,NT$12.20,NT$5.00,5.00
1487,1081,4907,78,1,NT$2.85,NT$1.11,3.00
1237,1081,4907,78,1,NT$8.25,NT$3.22,3.00
428,1081,4907,78,1,NT$2.68,NT$1.21,4.00
1297,1081,4907,78,1,NT$8.30,NT$3.07,5.00
493,1073,10160,0,1,NT$10.56,NT$3.59,4.00
376,1073,10160,0,1,NT$6.81,NT$2.52,3.00
1294,1073,8474,0,1,NT$3.44,NT$1.65,2.00
1483,1073,8474,0,1,NT$8.52,NT$4.00,4.00
907,1073,71,0,1,NT$17.10,NT$7.35,5.00
258,1073,71,0,1,NT$5.16,NT$2.58,3.00
1061,1073,71,0,1,NT$6.64,NT$3.19,4.00
624,1073,71,0,1,NT$9.84,NT$4.62,4.00
541,1073,7563,0,1,NT$7.52,NT$3.16,4.00
1356,1073,7563,0,1,NT$6.40,NT$2.88,4.00
468,1073,7563,0,1,NT$5.22,NT$2.51,3.00
844,1073,7563,0,1,NT$6.62,NT$2.58,2.00
1273,1073,7563,0,1,NT$9.93,NT$3.48,3.00
823,1073,7270,0,1,NT$6.86,NT$3.16,2.00
147,1073,7270,0,1,NT$2.56,NT$0.79,4.00
617,1073,7270,0,1,NT$4.64,NT$1.72,4.00
1179,1073,7270,0,1,NT$10.52,NT$5.15,4.00
224,1073,7270,0,1,NT$5.19,NT$2.23,3.00
1312,1073,8231,0,1,NT$7.65,NT$2.60,5.00
1382,1073,8231,0,1,NT$4.52,NT$2.08,4.00
767,1073,9585,0,1,NT$4.35,NT$1.35,3.00
554,1073,5418,0,1,NT$9.42,NT$3.49,3.00
1342,1073,5418,0,1,NT$11.19,NT$4.70,3.00
121,1073,5418,0,1,NT$8.94,NT$4.29,3.00
1496,1073,5418,0,1,NT$7.41,NT$2.96,3.00
487,1073,5418,0,1,NT$10.40,NT$3.54,4.00
398,1073,5418,0,1,NT$1.60,NT$0.62,2.00
1080,1073,5418,0,1,NT$4.38,NT$1.97,2.00
437,1073,10113,0,1,NT$5.91,NT$2.01,3.00
547,1073,10113,0,1,NT$4.62,NT$2.31,2.00
631,1073,10113,0,1,NT$3.12,NT$1.09,4.00
381,1073,10113,0,1,NT$6.99,NT$2.94,3.00
1130,1073,10113,0,1,NT$6.20,NT$2.48,4.00
28,1073,10113,0,1,NT$11.73,NT$4.57,3.00
1363,1073,10113,0,1,NT$7.98,NT$3.11,3.00
887,1073,10113,0,1,NT$7.20,NT$2.23,4.00
778,1073,5618,0,1,NT$8.16,NT$3.10,3.00
1061,1073,5618,0,1,NT$8.30,NT$2.99,5.00
213,1073,5618,0,1,NT$1.12,NT$0.40,2.00
56,1073,5618,0,1,NT$1.42,NT$0.60,2.00
736,1073,2622,0,1,NT$6.39,NT$2.17,3.00
432,1073,2622,0,1,NT$9.40,NT$3.20,4.00
349,1073,462,0,1,NT$4.68,NT$2.01,2.00
765,1073,462,0,1,NT$5.76,NT$2.82,3.00
1075,1073,462,0,1,NT$3.08,NT$1.29,2.00
559,1073,462,0,1,NT$7.56,NT$3.10,2.00
969,1073,8231,0,1,NT$7.04,NT$2.32,4.00
1291,1073,8231,0,1,NT$6.90,NT$3.11,3.00
1468,1073,8231,0,1,NT$2.52,NT$1.11,2.00
1352,1073,8231,0,1,NT$10.60,NT$4.24,4.00
143,1073,8231,0,1,NT$4.92,NT$2.26,2.00
653,1073,8231,0,1,NT$5.56,NT$2.11,2.00
682,1073,8231,0,1,NT$2.44,NT$0.90,4.00
1325,1073,8231,0,1,NT$7.15,NT$2.57,5.00
551,1073,3958,0,1,NT$9.63,NT$4.72,3.00
967,1073,3958,0,1,NT$1.22,NT$0.46,2.00
1277,1073,3958,0,1,NT$7.62,NT$3.05,3.00
761,1073,3958,0,1,NT$5.10,NT$2.19,3.00
751,1073,3958,0,1,NT$6.57,NT$2.04,3.00
441,1073,10160,0,1,NT$1.14,NT$0.41,2.00
884,1073,10160,0,1,NT$7.80,NT$3.82,3.00
1526,1073,10160,0,1,NT$3.30,NT$1.39,2.00
1208,1073,6263,0,1,NT$11.48,NT$5.40,4.00
1357,1073,6263,0,1,NT$5.42,NT$1.95,2.00
908,1073,6263,0,1,NT$2.76,NT$0.88,4.00
698,1073,6263,0,1,NT$9.32,NT$3.17,4.00
914,1073,6263,0,1,NT$9.84,NT$3.64,4.00
265,1073,6263,0,1,NT$7.22,NT$3.32,2.00
654,1073,6263,0,1,NT$8.68,NT$3.65,4.00
1291,1073,1745,0,1,NT$6.90,NT$3.31,3.00
1108,1073,1745,0,1,NT$4.92,NT$1.62,3.00
99,1073,1745,0,1,NT$9.44,NT$3.68,4.00
9,1073,1745,0,1,NT$7.26,NT$2.32,3.00
692,1073,1745,0,1,NT$3.10,NT$1.40,2.00
1409,1073,8943,0,1,NT$2.12,NT$0.98,4.00
1559,1073,8943,0,1,NT$4.86,NT$1.60,3.00
696,1073,8943,0,1,NT$2.16,NT$0.97,3.00
900,1073,8943,0,1,NT$3.72,NT$1.67,2.00
1116,1073,8943,0,1,NT$5.06,NT$1.52,2.00
467,1073,8943,0,1,NT$7.62,NT$2.90,2.00
856,1073,8943,0,1,NT$7.17,NT$2.58,3.00
833,1073,8943,0,1,NT$7.17,NT$2.51,3.00
88,1073,9374,0,1,NT$3.44,NT$1.24,4.00
410,1073,9374,0,1,NT$5.04,NT$2.37,4.00
587,1073,9374,0,1,NT$9.81,NT$3.34,3.00
470,1073,9374,0,1,NT$14.50,NT$4.79,5.00
27,1073,826,0,1,NT$10.60,NT$3.39,4.00
1423,1073,7021,0,1,NT$7.11,NT$3.20,3.00
348,1073,7021,0,1,NT$4.92,NT$1.53,4.00
44,1073,7021,0,1,NT$11.72,NT$5.04,4.00
127,1073,7021,0,1,NT$3.48,NT$1.46,2.00
1436,1073,7021,0,1,NT$2.76,NT$1.16,3.00
627,1073,7021,0,1,NT$5.10,NT$2.45,3.00
1205,1073,7021,0,1,NT$5.20,NT$2.08,2.00
789,1073,2814,0,1,NT$7.24,NT$3.04,2.00
672,1073,2814,0,1,NT$10.02,NT$4.21,3.00
1022,1073,2814,0,1,NT$4.53,NT$2.13,3.00
1531,1073,2814,0,1,NT$1.53,NT$0.52,3.00
27,1073,3277,0,1,NT$7.95,NT$2.62,3.00
1375,1073,3277,0,1,NT$4.26,NT$1.79,2.00
33,1073,3277,0,1,NT$4.08,NT$1.51,3.00
536,1073,2094,0,1,NT$5.46,NT$1.97,3.00
260,1073,2094,0,1,NT$7.36,NT$3.53,4.00
676,1073,2094,0,1,NT$9.87,NT$4.05,3.00
986,1073,2094,0,1,NT$7.00,NT$2.80,2.00
470,1073,2094,0,1,NT$8.70,NT$3.92,3.00
54,1073,8294,0,1,NT$11.72,NT$4.22,4.00
149,1073,8294,0,1,NT$9.96,NT$4.18,4.00
592,1073,8294,0,1,NT$4.96,NT$1.84,2.00
1235,1073,8294,0,1,NT$2.76,NT$0.91,2.00
1279,1073,8294,0,1,NT$11.84,NT$4.26,4.00
4,1073,8294,0,1,NT$7.28,NT$3.20,2.00
299,1073,8294,0,1,NT$6.72,NT$2.28,4.00
324,1073,4362,0,1,NT$5.91,NT$2.78,3.00
461,1073,4362,0,1,NT$5.44,NT$2.01,2.00
877,1073,4362,0,1,NT$4.74,NT$1.61,3.00
1187,1073,4362,0,1,NT$6.60,NT$2.71,3.00
258,1073,4362,0,1,NT$5.16,NT$2.32,3.00
661,1073,4362,0,1,NT$7.02,NT$2.88,3.00
1447,1073,10113,0,1,NT$8.88,NT$4.35,3.00
598,1073,10113,0,1,NT$6.08,NT$2.68,4.00
442,1073,10113,0,1,NT$6.72,NT$2.76,3.00
1324,1073,10113,0,1,NT$6.62,NT$2.85,2.00
1380,1073,10113,0,1,NT$18.10,NT$5.79,5.00
798,1073,10113,0,1,NT$10.84,NT$4.55,4.00
914,1073,1396,0,1,NT$12.30,NT$5.04,5.00
459,1073,6339,0,1,NT$1.92,NT$0.86,3.00
1274,1073,6339,0,1,NT$3.93,NT$1.45,3.00
1530,1073,6339,0,1,NT$3.81,NT$1.52,3.00
1289,1073,9374,0,1,NT$6.05,NT$1.88,5.00
1465,1073,9374,0,1,NT$11.16,NT$3.35,4.00
1349,1073,9374,0,1,NT$11.60,NT$4.18,4.00
140,1073,9374,0,1,NT$7.28,NT$3.06,4.00
650,1073,9374,0,1,NT$6.20,NT$2.48,4.00
766,1073,1823,0,1,NT$1.86,NT$0.74,3.00
743,1073,1823,0,1,NT$3.84,NT$1.77,4.00
1226,1073,1823,0,1,NT$11.84,NT$4.74,4.00
922,1073,1823,0,1,NT$5.18,NT$1.97,2.00
1006,1073,1823,0,1,NT$8.56,NT$3.25,4.00
756,1073,1823,0,1,NT$13.40,NT$5.90,5.00
1505,1073,1823,0,1,NT$13.75,NT$4.95,5.00
816,1073,1823,0,1,NT$4.58,NT$1.60,2.00
1269,1073,7976,0,1,NT$7.94,NT$3.18,2.00
354,1073,7976,0,1,NT$4.50,NT$2.25,2.00
398,1073,7976,0,1,NT$2.40,NT$1.08,3.00
680,1073,7976,0,1,NT$4.41,NT$2.07,3.00
1390,1073,7976,0,1,NT$7.64,NT$3.59,4.00
820,1073,7976,0,1,NT$2.10,NT$0.76,3.00
144,1073,7976,0,1,NT$2.04,NT$0.65,4.00
1554,1073,8491,0,1,NT$7.62,NT$3.51,3.00
306,1073,8491,0,1,NT$15.84,NT$6.65,4.00
1348,1073,8491,0,1,NT$9.88,NT$4.35,4.00
1338,1073,8491,0,1,NT$4.44,NT$2.09,2.00
955,1073,8491,0,1,NT$7.66,NT$3.22,2.00
545,1073,8491,0,1,NT$4.35,NT$1.65,3.00
1022,1073,9954,0,1,NT$6.04,NT$1.93,4.00
346,1073,9954,0,1,NT$4.24,NT$2.08,2.00
816,1073,9954,0,1,NT$11.45,NT$5.27,5.00
1377,1073,9954,0,1,NT$5.66,NT$1.92,2.00
422,1073,9954,0,1,NT$14.68,NT$6.46,4.00
999,1073,9954,0,1,NT$5.42,NT$2.11,2.00
586,1073,634,0,1,NT$4.26,NT$1.92,3.00
896,1073,634,0,1,NT$5.36,NT$1.61,2.00
1121,1073,1560,0,1,NT$11.61,NT$4.30,3.00
1243,1073,1560,0,1,NT$4.72,NT$1.56,4.00
461,1073,1560,0,1,NT$5.44,NT$2.67,2.00
1250,1073,1560,0,1,NT$4.32,NT$1.38,2.00
29,1073,1560,0,1,NT$7.12,NT$2.85,4.00
1403,1073,1560,0,1,NT$4.88,NT$1.76,2.00
395,1073,1560,0,1,NT$8.88,NT$2.84,4.00
305,1073,1560,0,1,NT$13.56,NT$4.61,4.00
289,1073,5065,0,1,NT$4.11,NT$1.44,3.00
1134,1073,5065,0,1,NT$3.64,NT$1.49,2.00
32,1073,5065,0,1,NT$5.72,NT$2.75,2.00
947,1073,8925,0,1,NT$1.95,NT$0.84,3.00
1324,1073,8925,0,1,NT$6.62,NT$2.85,2.00
608,1073,8925,0,1,NT$2.04,NT$0.88,3.00
1197,1073,8925,0,1,NT$12.56,NT$4.40,4.00
783,1073,5652,0,1,NT$7.41,NT$2.82,3.00
1066,1073,5652,0,1,NT$11.56,NT$4.16,4.00
217,1073,5652,0,1,NT$1.36,NT$0.49,2.00
61,1073,5652,0,1,NT$1.48,NT$0.62,2.00
643,1073,1805,0,1,NT$5.52,NT$1.82,3.00
340,1073,1805,0,1,NT$1.89,NT$0.62,3.00
257,1073,9049,0,1,NT$1.06,NT$0.33,2.00
673,1073,9049,0,1,NT$10.96,NT$4.38,4.00
983,1073,9049,0,1,NT$2.46,NT$0.89,3.00
406,1073,9585,0,1,NT$6.56,NT$3.08,4.00
223,1073,9585,0,1,NT$12.76,NT$4.85,4.00
773,1073,9585,0,1,NT$2.84,NT$0.88,4.00
1119,1073,8649,0,1,NT$12.68,NT$4.56,4.00
31,1073,8649,0,1,NT$6.20,NT$2.60,4.00
614,1073,462,0,1,NT$15.12,NT$6.05,4.00
404,1073,462,0,1,NT$3.75,NT$1.73,3.00
620,1073,462,0,1,NT$2.92,NT$1.28,4.00
1529,1073,462,0,1,NT$9.81,NT$4.32,3.00
774,1073,462,0,1,NT$4.90,NT$2.16,2.00
337,1073,462,0,1,NT$2.25,NT$0.72,3.00
362,1073,7098,0,1,NT$7.94,NT$3.49,2.00
1138,1073,7098,0,1,NT$4.88,NT$2.39,2.00
349,1073,1371,0,1,NT$9.36,NT$4.49,4.00
445,1073,1371,0,1,NT$10.38,NT$4.26,3.00
888,1073,1371,0,1,NT$3.52,NT$1.62,4.00
1531,1073,1371,0,1,NT$2.04,NT$0.65,4.00
17,1073,1371,0,1,NT$11.96,NT$5.38,4.00
300,1073,1371,0,1,NT$11.76,NT$4.47,4.00
595,1073,1371,0,1,NT$5.68,NT$2.44,4.00
439,1073,1371,0,1,NT$14.00,NT$6.86,4.00
1345,1073,3032,0,1,NT$11.04,NT$5.08,3.00
962,1073,3032,0,1,NT$5.61,NT$2.36,3.00
553,1073,3032,0,1,NT$5.73,NT$1.72,3.00
1368,1073,3032,0,1,NT$10.65,NT$3.62,3.00
480,1073,3032,0,1,NT$5.07,NT$2.48,3.00
476,1073,6076,0,1,NT$7.28,NT$3.49,2.00
1185,1073,6076,0,1,NT$4.05,NT$1.50,3.00
1251,1085,1014,0,1,NT$10.74,NT$4.94,3.00
1201,1085,1014,0,1,NT$10.11,NT$4.04,3.00
1351,1085,1014,0,1,NT$5.01,NT$2.25,3.00
488,1085,1014,0,1,NT$10.36,NT$3.21,4.00
692,1085,1014,0,1,NT$6.20,NT$2.36,4.00
908,1085,1014,0,1,NT$2.07,NT$0.77,3.00
259,1085,1014,0,1,NT$5.70,NT$2.05,3.00
1045,1085,1882,0,1,NT$14.80,NT$5.18,4.00
1382,1085,1882,0,1,NT$4.52,NT$1.49,4.00
7,1085,6563,0,1,NT$10.44,NT$3.24,4.00
236,1085,6563,0,1,NT$5.43,NT$2.50,3.00
279,1085,6563,0,1,NT$14.10,NT$6.49,5.00
562,1085,6563,0,1,NT$2.95,NT$0.94,5.00
1271,1085,6563,0,1,NT$17.50,NT$7.70,5.00
1115,1085,6563,0,1,NT$10.00,NT$4.30,4.00
1313,1085,3713,0,1,NT$15.68,NT$7.53,4.00
