"product_id","time_id","warehouse_id","store_id","units_ordered","units_shipped","warehouse_sales","warehouse_cost","supply_time","store_invoice"
567,827,1,1,39.00,39,NT$54.07,NT$30.82,2,NT$35.75
704,827,1,1,41.00,41,NT$27.40,NT$13.43,3,NT$15.84
789,831,1,1,66.00,66,NT$88.40,NT$42.43,2,NT$48.80
406,831,1,1,97.00,97,NT$93.86,NT$53.50,4,NT$59.38
410,831,1,1,50.00,50,NT$35.91,NT$11.85,4,NT$13.63
1226,831,1,1,26.00,26,NT$38.48,NT$20.78,1,NT$23.27
1482,831,1,1,39.00,28,NT$8.23,NT$3.95,3,NT$4.62
300,831,1,1,48.00,48,NT$42.34,NT$19.47,2,NT$21.81
1143,831,1,1,60.00,60,NT$47.52,NT$28.51,3,NT$33.07
173,831,1,1,23.00,23,NT$15.13,NT$8.78,3,NT$10.27
1109,831,1,1,56.00,56,NT$15.09,NT$7.40,4,NT$8.43
273,831,1,1,21.00,21,NT$18.31,NT$8.79,1,NT$9.84
810,831,1,1,62.00,62,NT$19.79,NT$9.90,2,NT$11.48
1307,848,1,1,10.00,2,NT$1.03,NT$0.58,2,NT$0.65
1218,848,1,1,52.00,52,NT$31.40,NT$17.90,2,NT$20.58
341,848,1,1,72.00,72,NT$105.70,NT$46.51,3,NT$52.56
997,848,1,1,54.00,17,NT$26.85,NT$13.69,2,NT$16.02
175,848,1,1,62.00,22,NT$48.28,NT$22.69,2,NT$26.32
352,848,1,1,99.00,99,NT$37.81,NT$12.48,3,NT$14.35
235,848,1,1,78.00,78,NT$146.76,NT$52.83,2,NT$59.17
585,848,1,1,75.00,75,NT$70.31,NT$31.64,3,NT$34.80
681,848,1,1,56.00,56,NT$75.99,NT$43.32,3,NT$48.95
1124,848,1,1,79.00,79,NT$19.20,NT$7.10,1,NT$8.24
401,826,1,1,91.00,91,NT$26.75,NT$12.31,4,NT$14.40
30,826,1,1,33.00,33,NT$25.13,NT$14.07,2,NT$16.74
314,826,1,1,79.00,79,NT$61.38,NT$20.26,3,NT$23.70
1023,826,1,1,81.00,81,NT$73.06,NT$24.11,3,NT$26.52
867,826,1,1,72.00,72,NT$58.20,NT$34.34,2,NT$38.12
191,826,1,1,43.00,43,NT$70.34,NT$28.84,2,NT$33.74
247,826,1,1,28.00,28,NT$26.91,NT$9.42,4,NT$11.12
1223,826,1,1,34.00,34,NT$7.22,NT$2.46,1,NT$2.80
268,826,1,1,72.00,72,NT$42.35,NT$16.94,1,NT$19.99
430,826,1,1,72.00,72,NT$73.87,NT$22.90,2,NT$26.11
674,826,1,1,60.00,60,NT$106.85,NT$60.90,4,NT$72.48
357,826,1,1,95.00,95,NT$99.18,NT$36.70,3,NT$43.30
1306,826,1,1,77.00,67,NT$87.71,NT$32.45,4,NT$38.29
18,826,1,1,98.00,98,NT$107.28,NT$56.86,3,NT$65.96
1041,835,1,1,16.00,16,NT$5.00,NT$2.55,1,NT$2.93
1351,835,1,1,43.00,43,NT$33.03,NT$19.82,3,NT$23.19
835,835,1,1,89.00,89,NT$105.61,NT$46.47,4,NT$53.44
825,835,1,1,91.00,91,NT$121.04,NT$43.57,1,NT$51.42
442,835,1,1,16.00,16,NT$12.90,NT$5.16,3,NT$5.73
446,835,1,1,77.00,77,NT$141.49,NT$73.57,3,NT$83.87
1262,835,1,1,38.00,38,NT$13.28,NT$5.05,1,NT$5.86
1518,835,1,1,68.00,68,NT$74.20,NT$34.87,3,NT$39.06
335,835,1,1,88.00,88,NT$194.18,NT$102.92,3,NT$119.38
1178,835,1,1,87.00,63,NT$104.78,NT$37.72,3,NT$44.13
633,857,1,1,16.00,16,NT$4.74,NT$1.99,1,NT$2.33
1410,857,1,1,18.00,5,NT$3.61,NT$2.13,2,NT$2.41
1054,857,1,1,66.00,25,NT$11.84,NT$5.92,2,NT$6.99
977,857,1,1,87.00,87,NT$32.40,NT$14.58,4,NT$16.91
793,857,1,1,30.00,30,NT$45.32,NT$24.92,2,NT$29.66
1343,857,1,1,76.00,76,NT$89.43,NT$28.62,3,NT$33.48
1253,857,1,1,72.00,46,NT$47.20,NT$16.99,3,NT$19.71
377,857,1,1,86.00,86,NT$101.14,NT$39.44,2,NT$44.57
1033,857,1,1,83.00,83,NT$72.92,NT$35.00,3,NT$38.85
1276,862,1,1,89.00,89,NT$47.09,NT$24.02,1,NT$27.86
1092,862,1,1,24.00,24,NT$20.56,NT$8.02,3,NT$9.22
83,862,1,1,33.00,33,NT$40.97,NT$12.70,1,NT$14.10
1552,862,1,1,54.00,54,NT$58.32,NT$27.99,3,NT$32.47
676,862,1,1,90.00,90,NT$165.82,NT$66.33,1,NT$76.94
1332,862,1,1,54.00,54,NT$20.87,NT$7.93,3,NT$9.36
510,862,1,1,92.00,92,NT$29.74,NT$9.22,1,NT$10.60
272,862,1,1,57.00,12,NT$28.15,NT$11.54,2,NT$13.85
156,862,1,1,49.00,49,NT$14.55,NT$4.37,2,NT$5.20
505,862,1,1,31.00,31,NT$16.05,NT$5.94,2,NT$6.77
1015,862,1,1,36.00,36,NT$26.81,NT$10.19,4,NT$11.51
1455,870,1,1,91.00,91,NT$135.84,NT$69.28,4,NT$81.75
1299,870,1,1,96.00,96,NT$140.43,NT$44.94,3,NT$53.48
622,870,1,1,95.00,95,NT$42.32,NT$17.78,2,NT$20.26
679,870,1,1,12.00,12,NT$5.36,NT$2.95,2,NT$3.27
96,870,1,1,37.00,37,NT$39.82,NT$20.70,4,NT$23.19
285,870,1,1,47.00,47,NT$41.09,NT$14.38,2,NT$16.68
862,870,1,1,98.00,98,NT$155.17,NT$83.79,4,NT$93.85
1105,870,1,1,20.00,20,NT$15.91,NT$7.48,2,NT$8.60
789,870,1,1,68.00,68,NT$103.39,NT$44.46,4,NT$51.57
179,870,1,1,16.00,16,NT$20.68,NT$7.44,2,NT$8.41
1307,860,1,1,67.00,67,NT$28.30,NT$16.13,1,NT$18.39
991,860,1,1,95.00,95,NT$108.06,NT$62.68,2,NT$70.82
381,860,1,1,23.00,23,NT$23.04,NT$7.60,2,NT$8.44
237,860,1,1,86.00,86,NT$106.02,NT$56.19,1,NT$62.37
254,860,1,1,73.00,55,NT$12.32,NT$4.07,4,NT$4.51
204,860,1,1,95.00,95,NT$76.00,NT$25.08,2,NT$29.09
354,860,1,1,71.00,71,NT$91.06,NT$31.87,3,NT$36.97
1463,860,1,1,66.00,66,NT$74.49,NT$32.77,4,NT$38.67
1253,860,1,1,20.00,20,NT$18.13,NT$8.52,4,NT$9.46
1470,860,1,1,35.00,35,NT$34.58,NT$11.07,2,NT$13.17
820,860,1,1,16.00,16,NT$6.38,NT$2.30,4,NT$2.60
65,860,1,1,39.00,25,NT$50.76,NT$22.84,4,NT$25.35
905,869,1,1,80.00,80,NT$95.06,NT$35.17,3,NT$41.86
202,869,1,1,30.00,30,NT$20.56,NT$6.37,1,NT$7.20
339,869,1,1,22.00,22,NT$17.25,NT$6.73,2,NT$7.94
756,869,1,1,59.00,59,NT$49.02,NT$19.12,3,NT$22.37
1066,869,1,1,53.00,53,NT$47.48,NT$22.79,1,NT$26.44
135,869,1,1,32.00,32,NT$70.95,NT$36.19,3,NT$40.89
539,869,1,1,53.00,53,NT$91.18,NT$54.71,2,NT$60.73
156,869,1,1,34.00,34,NT$5.98,NT$2.51,1,NT$2.89
518,898,1,1,69.00,69,NT$50.67,NT$21.28,2,NT$25.33
588,898,1,1,24.00,24,NT$15.15,NT$5.76,1,NT$6.68
1204,898,1,1,36.00,36,NT$38.10,NT$19.81,2,NT$23.18
501,898,1,1,90.00,90,NT$63.95,NT$31.97,2,NT$38.05
638,898,1,1,38.00,38,NT$64.64,NT$27.79,3,NT$32.24
1055,898,1,1,94.00,83,NT$56.47,NT$23.72,2,NT$27.04
951,898,1,1,53.00,53,NT$45.01,NT$23.85,2,NT$26.96
434,898,1,1,35.00,35,NT$21.37,NT$8.12,2,NT$9.58
838,898,1,1,39.00,39,NT$46.29,NT$18.05,4,NT$21.12
41,898,1,1,56.00,56,NT$26.91,NT$11.84,3,NT$13.62
45,898,1,1,30.00,30,NT$9.06,NT$3.08,3,NT$3.61
861,898,1,1,16.00,16,NT$16.46,NT$8.07,1,NT$9.20
198,893,1,1,81.00,11,NT$4.76,NT$2.52,3,NT$2.82
748,893,1,1,86.00,86,NT$75.68,NT$33.30,3,NT$39.29
658,893,1,1,98.00,98,NT$102.43,NT$39.95,2,NT$45.14
1341,893,1,1,43.00,41,NT$70.73,NT$25.46,1,NT$30.30
852,893,1,1,29.00,29,NT$6.80,NT$3.27,2,NT$3.66
1175,893,1,1,77.00,77,NT$45.29,NT$20.83,2,NT$23.54
1351,893,1,1,25.00,25,NT$16.28,NT$6.35,3,NT$7.05
1235,893,1,1,81.00,81,NT$67.07,NT$25.49,3,NT$30.33
1509,907,1,1,84.00,84,NT$137.68,NT$72.97,3,NT$87.56
73,907,1,1,13.00,13,NT$16.05,NT$9.31,3,NT$10.34
849,907,1,1,97.00,97,NT$57.62,NT$27.66,4,NT$33.19
493,907,1,1,86.00,86,NT$97.63,NT$41.98,2,NT$47.86
416,907,1,1,55.00,55,NT$65.74,NT$35.50,1,NT$39.05
233,907,1,1,13.00,13,NT$14.07,NT$5.49,2,NT$6.48
783,907,1,1,17.00,17,NT$16.38,NT$6.55,3,NT$7.66
693,907,1,1,35.00,35,NT$38.31,NT$14.17,3,NT$16.30
1531,887,1,1,20.00,20,NT$4.08,NT$1.47,1,NT$1.70
788,887,1,1,56.00,56,NT$16.94,NT$8.64,2,NT$10.02
1458,887,1,1,86.00,86,NT$139.66,NT$68.44,2,NT$80.75
1421,887,1,1,34.00,25,NT$29.82,NT$15.80,3,NT$18.81
705,887,1,1,13.00,13,NT$5.61,NT$2.75,2,NT$3.19
149,887,1,1,72.00,19,NT$28.39,NT$10.50,2,NT$11.76
672,887,1,1,58.00,58,NT$87.17,NT$51.43,3,NT$58.12
249,887,1,1,22.00,22,NT$16.09,NT$9.33,2,NT$10.73
1281,912,1,1,55.00,55,NT$82.27,NT$32.08,2,NT$36.90
1177,912,1,1,47.00,47,NT$40.53,NT$19.05,2,NT$22.48
661,912,1,1,89.00,89,NT$85.39,NT$41.84,1,NT$49.37
1064,912,1,1,84.00,84,NT$18.60,NT$10.79,2,NT$12.94
267,912,1,1,62.00,62,NT$19.04,NT$5.90,1,NT$6.85
271,912,1,1,59.00,59,NT$65.72,NT$24.97,3,NT$28.47
1087,912,1,1,58.00,58,NT$39.47,NT$19.74,2,NT$22.70
1343,912,1,1,57.00,57,NT$68.71,NT$41.22,4,NT$49.47
161,912,1,1,65.00,65,NT$47.42,NT$20.39,3,NT$23.86
1004,912,1,1,90.00,90,NT$100.74,NT$39.29,3,NT$46.36
34,912,1,1,99.00,99,NT$58.56,NT$31.04,3,NT$34.76
203,929,1,1,30.00,30,NT$9.64,NT$5.30,1,NT$5.94
1272,929,1,1,42.00,32,NT$40.47,NT$20.24,3,NT$23.68
36,929,1,1,51.00,51,NT$28.46,NT$13.38,2,NT$15.11
213,929,1,1,63.00,63,NT$16.58,NT$5.14,3,NT$5.96
96,929,1,1,21.00,21,NT$19.94,NT$11.37,3,NT$13.30
446,929,1,1,59.00,59,NT$110.63,NT$55.31,1,NT$63.06
956,929,1,1,25.00,25,NT$12.30,NT$6.03,1,NT$6.81
985,929,1,1,65.00,65,NT$27.14,NT$13.84,2,NT$16.06
69,929,1,1,57.00,57,NT$67.15,NT$33.57,3,NT$37.60
113,929,1,1,34.00,34,NT$34.26,NT$18.16,2,NT$20.34
396,929,1,1,28.00,28,NT$39.92,NT$12.37,3,NT$13.98
1106,929,1,1,73.00,33,NT$17.05,NT$9.04,2,NT$10.76
1414,936,1,1,38.00,25,NT$11.06,NT$5.53,3,NT$6.47
5,936,1,1,11.00,11,NT$13.49,NT$6.61,3,NT$7.54
1114,936,1,1,89.00,89,NT$167.41,NT$73.66,2,NT$86.92
904,936,1,1,58.00,58,NT$42.63,NT$23.45,1,NT$27.43
1121,936,1,1,16.00,7,NT$10.84,NT$3.90,4,NT$4.33
471,936,1,1,41.00,41,NT$13.95,NT$4.74,4,NT$5.36
860,936,1,1,79.00,79,NT$70.25,NT$40.04,2,NT$45.25
837,936,1,1,45.00,45,NT$42.28,NT$14.38,2,NT$15.96
1320,936,1,1,13.00,8,NT$11.70,NT$5.03,3,NT$5.89
1431,936,1,1,70.00,70,NT$65.14,NT$37.78,1,NT$43.07
1514,936,1,1,74.00,74,NT$24.46,NT$14.43,2,NT$16.45
1264,936,1,1,91.00,91,NT$76.99,NT$43.11,2,NT$47.85
454,936,1,1,65.00,65,NT$23.58,NT$10.84,1,NT$12.04
910,936,1,1,51.00,27,NT$20.37,NT$11.41,4,NT$12.66
506,928,1,1,42.00,42,NT$52.55,NT$23.65,1,NT$27.67
3,928,1,1,51.00,50,NT$24.49,NT$7.84,4,NT$9.25
686,928,1,1,91.00,32,NT$32.61,NT$11.42,4,NT$13.70
196,928,1,1,12.00,12,NT$16.89,NT$7.60,2,NT$8.74
519,928,1,1,19.00,19,NT$23.95,NT$13.65,2,NT$15.29
696,928,1,1,44.00,2,NT$0.78,NT$0.31,3,NT$0.36
579,928,1,1,75.00,75,NT$23.03,NT$11.75,3,NT$13.04
929,928,1,1,36.00,0,NT$0.00,NT$0.00,4,NT$0.00
1439,928,1,1,32.00,32,NT$21.60,NT$11.23,3,NT$12.36
323,928,1,1,16.00,16,NT$28.56,NT$9.71,3,NT$11.46
552,928,1,1,41.00,41,NT$9.47,NT$5.02,2,NT$5.97
596,928,1,1,74.00,74,NT$17.52,NT$6.31,2,NT$7.13
879,928,1,1,12.00,12,NT$6.39,NT$2.17,1,NT$2.57
30,928,1,1,24.00,24,NT$11.17,NT$5.36,2,NT$6.00
1433,928,1,1,77.00,77,NT$68.85,NT$31.67,2,NT$35.79
678,924,1,1,82.00,59,NT$115.39,NT$64.62,1,NT$73.66
988,924,1,1,21.00,20,NT$27.44,NT$13.99,2,NT$15.53
472,924,1,1,63.00,63,NT$28.41,NT$16.20,3,NT$18.14
462,924,1,1,65.00,65,NT$41.34,NT$23.56,3,NT$27.10
79,924,1,1,80.00,42,NT$29.38,NT$13.81,4,NT$15.47
1228,924,1,1,42.00,42,NT$39.55,NT$13.45,2,NT$14.79
485,924,1,1,24.00,24,NT$31.01,NT$11.78,4,NT$13.43
1155,924,1,1,46.00,46,NT$25.94,NT$14.53,3,NT$16.85
414,935,1,1,15.00,15,NT$21.61,NT$11.24,2,NT$12.70
1030,935,1,1,91.00,91,NT$74.47,NT$34.26,4,NT$38.03
327,935,1,1,34.00,17,NT$5.81,NT$2.27,2,NT$2.68
464,935,1,1,66.00,66,NT$77.54,NT$32.57,3,NT$38.43
880,935,1,1,60.00,60,NT$72.27,NT$36.14,2,NT$42.28
1190,935,1,1,39.00,39,NT$29.91,NT$15.85,3,NT$18.07
260,935,1,1,60.00,60,NT$51.89,NT$15.57,3,NT$17.28
664,935,1,1,35.00,35,NT$20.10,NT$8.44,1,NT$9.71
545,959,1,1,70.00,70,NT$55.83,NT$24.00,2,NT$28.57
616,959,1,1,32.00,32,NT$18.73,NT$7.49,2,NT$8.76
1232,959,1,1,43.00,43,NT$24.78,NT$13.63,2,NT$15.95
528,959,1,1,97.00,97,NT$46.56,NT$23.75,3,NT$28.26
666,959,1,1,39.00,39,NT$19.09,NT$8.40,3,NT$9.74
1082,959,1,1,95.00,85,NT$68.19,NT$29.32,3,NT$33.43
978,959,1,1,54.00,54,NT$38.02,NT$20.53,2,NT$23.20
462,959,1,1,36.00,36,NT$33.58,NT$13.10,2,NT$15.45
865,959,1,1,40.00,40,NT$51.34,NT$20.53,4,NT$24.03
68,959,1,1,58.00,58,NT$113.56,NT$51.10,3,NT$58.77
72,959,1,1,31.00,31,NT$49.27,NT$17.24,3,NT$20.17
888,959,1,1,18.00,18,NT$7.13,NT$3.71,1,NT$4.26
517,955,1,1,50.00,50,NT$54.40,NT$25.02,4,NT$28.03
1067,955,1,1,75.00,49,NT$28.99,NT$11.31,3,NT$12.55
977,955,1,1,73.00,73,NT$26.63,NT$13.32,3,NT$15.18
101,955,1,1,33.00,33,NT$10.69,NT$3.96,4,NT$4.55
1171,955,1,1,64.00,64,NT$120.08,NT$55.24,2,NT$61.31
1493,955,1,1,83.00,83,NT$187.35,NT$97.42,3,NT$112.03
111,955,1,1,83.00,56,NT$79.90,NT$26.37,3,NT$30.59
1554,955,1,1,15.00,15,NT$13.72,NT$6.45,3,NT$7.28
344,955,1,1,42.00,42,NT$45.01,NT$19.80,3,NT$23.37
854,955,1,1,78.00,78,NT$41.18,NT$14.83,3,NT$16.46
642,969,1,1,62.00,62,NT$38.08,NT$11.80,2,NT$13.69
1085,969,1,1,76.00,76,NT$91.93,NT$42.29,3,NT$48.21
170,969,1,1,58.00,21,NT$33.60,NT$17.47,2,NT$20.62
213,969,1,1,66.00,26,NT$8.44,NT$4.05,2,NT$4.70
496,969,1,1,97.00,97,NT$45.63,NT$14.60,3,NT$16.79
792,969,1,1,76.00,76,NT$84.18,NT$29.46,2,NT$33.00
636,969,1,1,73.00,73,NT$80.94,NT$35.61,3,NT$42.74
1518,969,1,1,54.00,54,NT$110.25,NT$61.74,3,NT$69.76
430,969,1,1,76.00,76,NT$82.08,NT$29.55,1,NT$33.98
362,948,1,1,82.00,82,NT$182.30,NT$72.92,3,NT$83.86
1551,948,1,1,63.00,63,NT$30.69,NT$15.96,2,NT$18.83
275,948,1,1,86.00,86,NT$123.74,NT$48.26,1,NT$53.08
985,948,1,1,69.00,69,NT$24.34,NT$12.66,1,NT$13.92
828,948,1,1,83.00,83,NT$39.62,NT$14.66,3,NT$17.30
152,948,1,1,93.00,65,NT$93.93,NT$31.93,1,NT$36.72
208,948,1,1,99.00,99,NT$117.37,NT$68.08,3,NT$78.97
1184,948,1,1,15.00,15,NT$13.63,NT$8.18,4,NT$9.16
229,948,1,1,59.00,59,NT$78.94,NT$27.63,4,NT$32.05
391,948,1,1,58.00,8,NT$5.97,NT$2.27,3,NT$2.59
635,948,1,1,29.00,29,NT$20.01,NT$9.80,3,NT$11.47
319,948,1,1,50.00,50,NT$24.80,NT$11.66,3,NT$13.40
139,738,1,1,27.00,27,NT$16.43,NT$6.57,3,NT$7.30
1182,738,1,1,11.00,11,NT$5.70,NT$1.88,2,NT$2.16
1171,738,1,1,47.00,47,NT$77.72,NT$43.52,2,NT$51.36
788,738,1,1,10.00,3,NT$0.89,NT$0.53,3,NT$0.59
378,738,1,1,15.00,15,NT$6.49,NT$3.25,4,NT$3.57
1194,738,1,1,94.00,94,NT$118.86,NT$54.68,2,NT$62.88
473,759,1,1,14.00,14,NT$3.88,NT$1.51,3,NT$1.77
263,759,1,1,32.00,32,NT$65.66,NT$23.64,3,NT$27.18
479,759,1,1,29.00,29,NT$35.54,NT$19.90,2,NT$22.69
1389,759,1,1,15.00,15,NT$14.20,NT$7.24,1,NT$8.11
219,759,1,1,43.00,43,NT$49.85,NT$29.41,3,NT$33.53
196,759,1,1,88.00,88,NT$121.72,NT$43.82,3,NT$50.39
679,759,1,1,90.00,90,NT$52.30,NT$18.83,4,NT$22.22
789,759,1,1,81.00,81,NT$167.14,NT$53.48,3,NT$63.65
872,759,1,1,52.00,52,NT$64.21,NT$33.39,3,NT$37.40
623,759,1,1,37.00,37,NT$25.31,NT$9.62,1,NT$11.16
1372,759,1,1,67.00,67,NT$50.05,NT$19.52,3,NT$21.86
787,753,1,1,65.00,65,NT$30.99,NT$12.40,3,NT$14.63
858,753,1,1,40.00,40,NT$47.95,NT$21.10,2,NT$25.11
1474,753,1,1,63.00,63,NT$74.50,NT$23.84,4,NT$27.18
770,753,1,1,70.00,70,NT$39.71,NT$17.47,4,NT$19.92
908,753,1,1,95.00,95,NT$34.09,NT$11.25,3,NT$12.71
1324,753,1,1,15.00,15,NT$23.34,NT$10.97,3,NT$12.72
1220,753,1,1,42.00,42,NT$47.50,NT$20.90,3,NT$23.83
704,753,1,1,78.00,78,NT$55.94,NT$32.45,3,NT$37.31
1108,753,1,1,18.00,13,NT$11.94,NT$6.09,2,NT$7.00
311,753,1,1,80.00,80,NT$84.28,NT$35.40,3,NT$40.35
315,753,1,1,92.00,30,NT$10.08,NT$5.34,4,NT$5.98
1131,753,1,1,63.00,63,NT$69.55,NT$29.91,3,NT$35.29
1387,753,1,1,75.00,63,NT$76.95,NT$25.40,1,NT$28.70
204,753,1,1,68.00,68,NT$35.90,NT$13.64,1,NT$15.96
