"store_id","account_id","exp_date","time_id","category_id","currency_id","amount"
1,4100,1997/7/1 00:00:00,548,"ACTUAL",2,NT$0.00
1,4100,1997/8/1 00:00:00,579,"ACTUAL",2,NT$0.00
1,4100,1997/9/1 00:00:00,610,"ACTUAL",2,NT$0.00
1,4100,1997/10/1 00:00:00,640,"ACTUAL",2,NT$0.00
1,4100,1997/11/1 00:00:00,671,"ACTUAL",2,NT$0.00
1,4100,1997/12/1 00:00:00,701,"ACTUAL",2,NT$0.00
1,4100,1998/1/1 00:00:00,732,"ACTUAL",2,NT$743.62
1,4100,1998/2/1 00:00:00,763,"ACTUAL",2,NT$743.62
1,4100,1998/3/1 00:00:00,791,"ACTUAL",2,NT$743.62
1,4100,1998/4/1 00:00:00,822,"ACTUAL",2,NT$743.62
1,4100,1998/5/1 00:00:00,852,"ACTUAL",2,NT$743.62
1,4100,1998/6/1 00:00:00,883,"ACTUAL",2,NT$743.62
1,4100,1998/7/1 00:00:00,913,"ACTUAL",2,NT$743.62
1,4100,1998/8/1 00:00:00,944,"ACTUAL",2,NT$743.62
1,4100,1998/9/1 00:00:00,975,"ACTUAL",2,NT$743.62
1,4100,1998/10/1 00:00:00,1005,"ACTUAL",2,NT$743.62
1,4100,1998/11/1 00:00:00,1036,"ACTUAL",2,NT$743.62
1,4100,1998/12/1 00:00:00,1066,"ACTUAL",2,NT$743.62
1,4200,1997/1/1 00:00:00,367,"ACTUAL",2,NT$0.00
1,4200,1997/2/1 00:00:00,398,"ACTUAL",2,NT$0.00
1,4200,1997/3/1 00:00:00,426,"ACTUAL",2,NT$0.00
1,4200,1997/4/1 00:00:00,457,"ACTUAL",2,NT$0.00
1,4200,1997/5/1 00:00:00,487,"ACTUAL",2,NT$0.00
1,4200,1997/6/1 00:00:00,518,"ACTUAL",2,NT$0.00
1,4200,1997/7/1 00:00:00,548,"ACTUAL",2,NT$0.00
1,4200,1997/8/1 00:00:00,579,"ACTUAL",2,NT$0.00
1,4200,1997/9/1 00:00:00,610,"ACTUAL",2,NT$0.00
1,4200,1997/10/1 00:00:00,640,"ACTUAL",2,NT$0.00
1,4200,1997/11/1 00:00:00,671,"ACTUAL",2,NT$0.00
1,4200,1997/12/1 00:00:00,701,"ACTUAL",2,NT$0.00
1,4200,1998/1/1 00:00:00,732,"ACTUAL",2,NT$1859.05
1,4200,1998/2/1 00:00:00,763,"ACTUAL",2,NT$1859.05
1,4200,1998/3/1 00:00:00,791,"ACTUAL",2,NT$1859.05
1,4200,1998/4/1 00:00:00,822,"ACTUAL",2,NT$1859.05
1,4200,1998/5/1 00:00:00,852,"ACTUAL",2,NT$1859.05
1,4200,1998/6/1 00:00:00,883,"ACTUAL",2,NT$1859.05
1,4200,1998/7/1 00:00:00,913,"ACTUAL",2,NT$1859.05
1,4200,1998/8/1 00:00:00,944,"ACTUAL",2,NT$1859.05
1,4200,1998/9/1 00:00:00,975,"ACTUAL",2,NT$1859.05
1,4200,1998/10/1 00:00:00,1005,"ACTUAL",2,NT$1859.05
1,4200,1998/11/1 00:00:00,1036,"ACTUAL",2,NT$1859.05
1,4200,1998/12/1 00:00:00,1066,"ACTUAL",2,NT$1859.05
1,4300,1997/1/1 00:00:00,367,"ACTUAL",2,NT$0.00
1,4300,1997/2/1 00:00:00,398,"ACTUAL",2,NT$0.00
1,4300,1997/3/1 00:00:00,426,"ACTUAL",2,NT$0.00
1,4300,1997/4/1 00:00:00,457,"ACTUAL",2,NT$0.00
1,4300,1997/5/1 00:00:00,487,"ACTUAL",2,NT$0.00
1,4300,1997/6/1 00:00:00,518,"ACTUAL",2,NT$0.00
1,4300,1997/7/1 00:00:00,548,"ACTUAL",2,NT$0.00
1,4300,1997/8/1 00:00:00,579,"ACTUAL",2,NT$0.00
1,4300,1997/9/1 00:00:00,610,"ACTUAL",2,NT$0.00
1,4300,1997/10/1 00:00:00,640,"ACTUAL",2,NT$0.00
1,4300,1997/11/1 00:00:00,671,"ACTUAL",2,NT$0.00
1,4300,1997/12/1 00:00:00,701,"ACTUAL",2,NT$0.00
1,4300,1998/1/1 00:00:00,732,"ACTUAL",2,NT$2974.48
1,4300,1998/2/1 00:00:00,763,"ACTUAL",2,NT$2974.48
1,4300,1998/3/1 00:00:00,791,"ACTUAL",2,NT$2974.48
1,4300,1998/4/1 00:00:00,822,"ACTUAL",2,NT$2974.48
1,4300,1998/5/1 00:00:00,852,"ACTUAL",2,NT$2974.48
1,4300,1998/6/1 00:00:00,883,"ACTUAL",2,NT$2974.48
1,4300,1998/7/1 00:00:00,913,"ACTUAL",2,NT$2974.48
1,4300,1998/8/1 00:00:00,944,"ACTUAL",2,NT$2974.48
1,4300,1998/9/1 00:00:00,975,"ACTUAL",2,NT$2974.48
1,4300,1998/10/1 00:00:00,1005,"ACTUAL",2,NT$2974.48
1,4300,1998/11/1 00:00:00,1036,"ACTUAL",2,NT$2974.48
1,4300,1998/12/1 00:00:00,1066,"ACTUAL",2,NT$2974.48
1,4400,1997/1/1 00:00:00,367,"ACTUAL",2,NT$0.00
1,4400,1997/2/1 00:00:00,398,"ACTUAL",2,NT$0.00
1,4400,1997/3/1 00:00:00,426,"ACTUAL",2,NT$0.00
1,4400,1997/4/1 00:00:00,457,"ACTUAL",2,NT$0.00
1,4400,1997/5/1 00:00:00,487,"ACTUAL",2,NT$0.00
1,4400,1997/6/1 00:00:00,518,"ACTUAL",2,NT$0.00
1,4400,1997/7/1 00:00:00,548,"ACTUAL",2,NT$0.00
1,4400,1997/8/1 00:00:00,579,"ACTUAL",2,NT$0.00
1,4400,1997/9/1 00:00:00,610,"ACTUAL",2,NT$0.00
1,4400,1997/10/1 00:00:00,640,"ACTUAL",2,NT$0.00
1,4400,1997/11/1 00:00:00,671,"ACTUAL",2,NT$0.00
1,4400,1997/12/1 00:00:00,701,"ACTUAL",2,NT$0.00
1,4400,1998/1/1 00:00:00,732,"ACTUAL",2,NT$1859.05
1,4400,1998/2/1 00:00:00,763,"ACTUAL",2,NT$1859.05
1,4400,1998/3/1 00:00:00,791,"ACTUAL",2,NT$1859.05
1,4400,1998/4/1 00:00:00,822,"ACTUAL",2,NT$1859.05
1,4400,1998/5/1 00:00:00,852,"ACTUAL",2,NT$1859.05
1,4400,1998/6/1 00:00:00,883,"ACTUAL",2,NT$1859.05
1,4400,1998/7/1 00:00:00,913,"ACTUAL",2,NT$1859.05
1,4400,1998/8/1 00:00:00,944,"ACTUAL",2,NT$1859.05
1,4400,1998/9/1 00:00:00,975,"ACTUAL",2,NT$1859.05
1,4400,1998/10/1 00:00:00,1005,"ACTUAL",2,NT$1859.05
1,4400,1998/11/1 00:00:00,1036,"ACTUAL",2,NT$1859.05
1,4400,1998/12/1 00:00:00,1066,"ACTUAL",2,NT$1859.05
2,4100,1997/1/1 00:00:00,367,"ACTUAL",1,NT$6.94
2,4100,1997/2/1 00:00:00,398,"ACTUAL",1,NT$6.94
2,4100,1997/3/1 00:00:00,426,"ACTUAL",1,NT$6.94
2,4100,1997/4/1 00:00:00,457,"ACTUAL",1,NT$6.94
2,4100,1997/5/1 00:00:00,487,"ACTUAL",1,NT$6.94
2,4100,1997/6/1 00:00:00,518,"ACTUAL",1,NT$6.94
2,4100,1997/7/1 00:00:00,548,"ACTUAL",1,NT$6.94
2,4100,1997/8/1 00:00:00,579,"ACTUAL",1,NT$6.94
2,4100,1997/9/1 00:00:00,610,"ACTUAL",1,NT$6.94
2,4100,1997/10/1 00:00:00,640,"ACTUAL",1,NT$6.94
2,4100,1997/11/1 00:00:00,671,"ACTUAL",1,NT$6.94
2,4100,1997/12/1 00:00:00,701,"ACTUAL",1,NT$6.94
2,4100,1998/1/1 00:00:00,732,"ACTUAL",1,NT$7.05
2,4100,1998/2/1 00:00:00,763,"ACTUAL",1,NT$7.05
2,4100,1998/3/1 00:00:00,791,"ACTUAL",1,NT$7.05
2,4100,1998/4/1 00:00:00,822,"ACTUAL",1,NT$7.05
2,4100,1998/5/1 00:00:00,852,"ACTUAL",1,NT$7.05
2,4100,1998/6/1 00:00:00,883,"ACTUAL",1,NT$7.05
2,4100,1998/7/1 00:00:00,913,"ACTUAL",1,NT$7.05
2,4100,1998/8/1 00:00:00,944,"ACTUAL",1,NT$7.05
2,4100,1998/9/1 00:00:00,975,"ACTUAL",1,NT$7.05
2,4100,1998/10/1 00:00:00,1005,"ACTUAL",1,NT$7.05
2,4100,1998/11/1 00:00:00,1036,"ACTUAL",1,NT$7.05
2,4100,1998/12/1 00:00:00,1066,"ACTUAL",1,NT$7.05
2,4200,1997/1/1 00:00:00,367,"ACTUAL",1,NT$17.35
2,4200,1997/2/1 00:00:00,398,"ACTUAL",1,NT$17.35
2,4200,1997/3/1 00:00:00,426,"ACTUAL",1,NT$17.35
2,4200,1997/4/1 00:00:00,457,"ACTUAL",1,NT$17.35
2,4200,1997/5/1 00:00:00,487,"ACTUAL",1,NT$17.35
2,4200,1997/6/1 00:00:00,518,"ACTUAL",1,NT$17.35
2,4200,1997/7/1 00:00:00,548,"ACTUAL",1,NT$17.35
2,4200,1997/8/1 00:00:00,579,"ACTUAL",1,NT$17.35
2,4200,1997/9/1 00:00:00,610,"ACTUAL",1,NT$17.35
2,4200,1997/10/1 00:00:00,640,"ACTUAL",1,NT$17.35
2,4200,1997/11/1 00:00:00,671,"ACTUAL",1,NT$17.35
2,4200,1997/12/1 00:00:00,701,"ACTUAL",1,NT$17.35
2,4200,1998/1/1 00:00:00,732,"ACTUAL",1,NT$17.20
2,4200,1998/2/1 00:00:00,763,"ACTUAL",1,NT$17.20
2,4200,1998/3/1 00:00:00,791,"ACTUAL",1,NT$17.20
2,4200,1998/4/1 00:00:00,822,"ACTUAL",1,NT$17.20
2,4200,1998/5/1 00:00:00,852,"ACTUAL",1,NT$17.20
2,4200,1998/6/1 00:00:00,883,"ACTUAL",1,NT$17.20
2,4200,1998/7/1 00:00:00,913,"ACTUAL",1,NT$17.20
2,4200,1998/8/1 00:00:00,944,"ACTUAL",1,NT$17.20
2,4200,1998/9/1 00:00:00,975,"ACTUAL",1,NT$17.20
2,4200,1998/10/1 00:00:00,1005,"ACTUAL",1,NT$17.20
2,4200,1998/11/1 00:00:00,1036,"ACTUAL",1,NT$17.20
2,4200,1998/12/1 00:00:00,1066,"ACTUAL",1,NT$17.20
2,4300,1997/1/1 00:00:00,367,"ACTUAL",1,NT$27.76
2,4300,1997/2/1 00:00:00,398,"ACTUAL",1,NT$27.76
2,4300,1997/3/1 00:00:00,426,"ACTUAL",1,NT$27.76
2,4300,1997/4/1 00:00:00,457,"ACTUAL",1,NT$27.76
2,4300,1997/5/1 00:00:00,487,"ACTUAL",1,NT$27.76
2,4300,1997/6/1 00:00:00,518,"ACTUAL",1,NT$27.76
2,4300,1997/7/1 00:00:00,548,"ACTUAL",1,NT$27.76
2,4300,1997/8/1 00:00:00,579,"ACTUAL",1,NT$27.76
2,4300,1997/9/1 00:00:00,610,"ACTUAL",1,NT$28.80
2,4300,1997/10/1 00:00:00,640,"ACTUAL",1,NT$28.80
2,4300,1997/11/1 00:00:00,671,"ACTUAL",1,NT$28.80
2,4300,1997/12/1 00:00:00,701,"ACTUAL",1,NT$28.80
2,4300,1998/1/1 00:00:00,732,"ACTUAL",1,NT$26.60
2,4300,1998/2/1 00:00:00,763,"ACTUAL",1,NT$26.60
2,4300,1998/3/1 00:00:00,791,"ACTUAL",1,NT$26.60
2,4300,1998/4/1 00:00:00,822,"ACTUAL",1,NT$26.60
2,4300,1998/5/1 00:00:00,852,"ACTUAL",1,NT$26.60
2,4300,1998/6/1 00:00:00,883,"ACTUAL",1,NT$26.60
2,4300,1998/7/1 00:00:00,913,"ACTUAL",1,NT$26.60
2,4300,1998/8/1 00:00:00,944,"ACTUAL",1,NT$29.00
2,4300,1998/9/1 00:00:00,975,"ACTUAL",1,NT$29.00
2,4300,1998/10/1 00:00:00,1005,"ACTUAL",1,NT$29.00
2,4300,1998/11/1 00:00:00,1036,"ACTUAL",1,NT$29.00
2,4300,1998/12/1 00:00:00,1066,"ACTUAL",1,NT$29.00
2,4400,1997/1/1 00:00:00,367,"ACTUAL",1,NT$17.20
2,4400,1997/2/1 00:00:00,398,"ACTUAL",1,NT$17.20
2,4400,1997/3/1 00:00:00,426,"ACTUAL",1,NT$17.20
2,4400,1997/4/1 00:00:00,457,"ACTUAL",1,NT$17.20
2,4400,1997/5/1 00:00:00,487,"ACTUAL",1,NT$17.20
2,4400,1997/6/1 00:00:00,518,"ACTUAL",1,NT$17.20
2,4400,1997/7/1 00:00:00,548,"ACTUAL",1,NT$17.20
2,4400,1997/8/1 00:00:00,579,"ACTUAL",1,NT$17.20
2,4400,1997/9/1 00:00:00,610,"ACTUAL",1,NT$17.20
2,4400,1997/10/1 00:00:00,640,"ACTUAL",1,NT$17.20
2,4400,1997/11/1 00:00:00,671,"ACTUAL",1,NT$17.20
2,4400,1997/12/1 00:00:00,701,"ACTUAL",1,NT$17.20
2,4400,1998/1/1 00:00:00,732,"ACTUAL",1,NT$17.35
2,4400,1998/2/1 00:00:00,763,"ACTUAL",1,NT$17.35
2,4400,1998/3/1 00:00:00,791,"ACTUAL",1,NT$17.35
2,4400,1998/4/1 00:00:00,822,"ACTUAL",1,NT$17.35
2,4400,1998/5/1 00:00:00,852,"ACTUAL",1,NT$17.35
2,4400,1998/6/1 00:00:00,883,"ACTUAL",1,NT$17.35
2,4400,1998/7/1 00:00:00,913,"ACTUAL",1,NT$17.35
2,4400,1998/8/1 00:00:00,944,"ACTUAL",1,NT$17.35
2,4400,1998/9/1 00:00:00,975,"ACTUAL",1,NT$17.35
2,4400,1998/10/1 00:00:00,1005,"ACTUAL",1,NT$17.35
2,4400,1998/11/1 00:00:00,1036,"ACTUAL",1,NT$17.35
2,4400,1998/12/1 00:00:00,1066,"ACTUAL",1,NT$17.35
3,4100,1997/1/1 00:00:00,367,"ACTUAL",1,NT$85.22
3,4100,1997/2/1 00:00:00,398,"ACTUAL",1,NT$85.22
3,4100,1997/3/1 00:00:00,426,"ACTUAL",1,NT$85.22
3,4100,1997/4/1 00:00:00,457,"ACTUAL",1,NT$85.22
3,4100,1997/5/1 00:00:00,487,"ACTUAL",1,NT$85.22
3,4100,1997/6/1 00:00:00,518,"ACTUAL",1,NT$85.22
3,4100,1997/7/1 00:00:00,548,"ACTUAL",1,NT$85.22
3,4100,1997/8/1 00:00:00,579,"ACTUAL",1,NT$85.22
3,4100,1997/9/1 00:00:00,610,"ACTUAL",1,NT$85.22
3,4100,1997/10/1 00:00:00,640,"ACTUAL",1,NT$85.22
3,4100,1997/11/1 00:00:00,671,"ACTUAL",1,NT$85.22
3,4100,1997/12/1 00:00:00,701,"ACTUAL",1,NT$85.22
3,4100,1998/1/1 00:00:00,732,"ACTUAL",1,NT$84.72
3,4100,1998/2/1 00:00:00,763,"ACTUAL",1,NT$84.72
3,4100,1998/3/1 00:00:00,791,"ACTUAL",1,NT$84.72
3,4100,1998/4/1 00:00:00,822,"ACTUAL",1,NT$84.72
3,4100,1998/5/1 00:00:00,852,"ACTUAL",1,NT$84.72
3,4100,1998/6/1 00:00:00,883,"ACTUAL",1,NT$84.72
3,4100,1998/7/1 00:00:00,913,"ACTUAL",1,NT$84.72
3,4100,1998/8/1 00:00:00,944,"ACTUAL",1,NT$84.72
3,4100,1998/9/1 00:00:00,975,"ACTUAL",1,NT$84.72
3,4100,1998/10/1 00:00:00,1005,"ACTUAL",1,NT$84.72
3,4100,1998/11/1 00:00:00,1036,"ACTUAL",1,NT$84.72
3,4100,1998/12/1 00:00:00,1066,"ACTUAL",1,NT$84.72
3,4200,1997/1/1 00:00:00,367,"ACTUAL",1,NT$213.05
3,4200,1997/2/1 00:00:00,398,"ACTUAL",1,NT$213.05
3,4200,1997/3/1 00:00:00,426,"ACTUAL",1,NT$213.05
3,4200,1997/4/1 00:00:00,457,"ACTUAL",1,NT$213.05
3,4200,1997/5/1 00:00:00,487,"ACTUAL",1,NT$213.05
3,4200,1997/6/1 00:00:00,518,"ACTUAL",1,NT$213.05
3,4200,1997/7/1 00:00:00,548,"ACTUAL",1,NT$213.05
3,4200,1997/8/1 00:00:00,579,"ACTUAL",1,NT$213.05
3,4200,1997/9/1 00:00:00,610,"ACTUAL",1,NT$213.05
3,4200,1997/10/1 00:00:00,640,"ACTUAL",1,NT$213.05
3,4200,1997/11/1 00:00:00,671,"ACTUAL",1,NT$213.05
3,4200,1997/12/1 00:00:00,701,"ACTUAL",1,NT$213.05
3,4200,1998/1/1 00:00:00,732,"ACTUAL",1,NT$214.10
3,4200,1998/2/1 00:00:00,763,"ACTUAL",1,NT$214.10
3,4200,1998/3/1 00:00:00,791,"ACTUAL",1,NT$214.10
3,4200,1998/4/1 00:00:00,822,"ACTUAL",1,NT$214.10
3,4200,1998/5/1 00:00:00,852,"ACTUAL",1,NT$214.10
3,4200,1998/6/1 00:00:00,883,"ACTUAL",1,NT$214.10
3,4200,1998/7/1 00:00:00,913,"ACTUAL",1,NT$214.10
3,4200,1998/8/1 00:00:00,944,"ACTUAL",1,NT$214.10
3,4200,1998/9/1 00:00:00,975,"ACTUAL",1,NT$214.10
3,4200,1998/10/1 00:00:00,1005,"ACTUAL",1,NT$214.10
3,4200,1998/11/1 00:00:00,1036,"ACTUAL",1,NT$214.10
3,4200,1998/12/1 00:00:00,1066,"ACTUAL",1,NT$214.10
3,4300,1997/1/1 00:00:00,367,"ACTUAL",1,NT$330.00
3,4300,1997/2/1 00:00:00,398,"ACTUAL",1,NT$330.00
3,4300,1997/3/1 00:00:00,426,"ACTUAL",1,NT$330.00
3,4300,1997/4/1 00:00:00,457,"ACTUAL",1,NT$330.00
3,4300,1997/5/1 00:00:00,487,"ACTUAL",1,NT$330.00
3,4300,1997/6/1 00:00:00,518,"ACTUAL",1,NT$330.00
3,4300,1997/7/1 00:00:00,548,"ACTUAL",1,NT$350.00
3,4300,1997/8/1 00:00:00,579,"ACTUAL",1,NT$350.00
3,4300,1997/9/1 00:00:00,610,"ACTUAL",1,NT$350.00
3,4300,1997/10/1 00:00:00,640,"ACTUAL",1,NT$350.00
3,4300,1997/11/1 00:00:00,671,"ACTUAL",1,NT$350.00
3,4300,1997/12/1 00:00:00,701,"ACTUAL",1,NT$350.00
3,4300,1998/1/1 00:00:00,732,"ACTUAL",1,NT$320.00
3,4300,1998/2/1 00:00:00,763,"ACTUAL",1,NT$320.00
3,4300,1998/3/1 00:00:00,791,"ACTUAL",1,NT$320.00
3,4300,1998/4/1 00:00:00,822,"ACTUAL",1,NT$320.00
3,4300,1998/5/1 00:00:00,852,"ACTUAL",1,NT$320.00
3,4300,1998/6/1 00:00:00,883,"ACTUAL",1,NT$320.00
3,4300,1998/7/1 00:00:00,913,"ACTUAL",1,NT$360.00
3,4300,1998/8/1 00:00:00,944,"ACTUAL",1,NT$360.00
3,4300,1998/9/1 00:00:00,975,"ACTUAL",1,NT$360.00
3,4300,1998/10/1 00:00:00,1005,"ACTUAL",1,NT$360.00
3,4300,1998/11/1 00:00:00,1036,"ACTUAL",1,NT$360.00
3,4300,1998/12/1 00:00:00,1066,"ACTUAL",1,NT$360.00
3,4400,1997/1/1 00:00:00,367,"ACTUAL",1,NT$214.10
3,4400,1997/2/1 00:00:00,398,"ACTUAL",1,NT$214.10
3,4400,1997/3/1 00:00:00,426,"ACTUAL",1,NT$214.10
3,4400,1997/4/1 00:00:00,457,"ACTUAL",1,NT$214.10
3,4400,1997/5/1 00:00:00,487,"ACTUAL",1,NT$214.10
3,4400,1997/6/1 00:00:00,518,"ACTUAL",1,NT$214.10
3,4400,1997/7/1 00:00:00,548,"ACTUAL",1,NT$214.10
3,4400,1997/8/1 00:00:00,579,"ACTUAL",1,NT$214.10
3,4400,1997/9/1 00:00:00,610,"ACTUAL",1,NT$214.10
3,4400,1997/10/1 00:00:00,640,"ACTUAL",1,NT$214.10
3,4400,1997/11/1 00:00:00,671,"ACTUAL",1,NT$214.10
3,4400,1997/12/1 00:00:00,701,"ACTUAL",1,NT$214.10
