"product_id","time_id","customer_id","promotion_id","store_id","store_sales","store_cost","unit_sales"
243,376,2508,0,2,NT$2.11,NT$0.74,1.00
1231,376,2508,0,2,NT$3.71,NT$1.34,1.00
56,376,1493,0,2,NT$0.71,NT$0.30,1.00
965,376,1493,0,2,NT$3.06,NT$1.19,2.00
209,376,1493,0,2,NT$1.87,NT$0.77,1.00
1331,376,1493,0,2,NT$2.74,NT$1.07,1.00
255,376,1493,0,2,NT$0.64,NT$0.23,1.00
366,376,1493,0,2,NT$4.72,NT$1.70,2.00
842,395,8178,108,2,NT$6.40,NT$2.11,2.00
1364,395,8178,108,2,NT$3.20,NT$1.57,2.00
942,395,8178,108,2,NT$4.68,NT$1.83,2.00
1064,395,8178,108,2,NT$1.08,NT$0.32,2.00
282,395,8178,108,2,NT$0.93,NT$0.40,1.00
1485,395,8178,108,2,NT$3.00,NT$1.08,2.00
542,395,7525,108,2,NT$1.51,NT$0.47,1.00
1118,395,7525,108,2,NT$2.93,NT$1.23,1.00
948,395,7525,108,2,NT$8.88,NT$2.93,3.00
632,395,7525,108,2,NT$0.83,NT$0.27,1.00
22,395,7525,108,2,NT$6.87,NT$3.09,3.00
293,395,7525,108,2,NT$1.60,NT$0.53,1.00
309,395,7525,108,2,NT$3.62,NT$1.23,1.00
86,395,3628,108,2,NT$5.94,NT$2.08,2.00
490,395,3628,108,2,NT$1.65,NT$0.83,1.00
107,395,3628,108,2,NT$3.62,NT$1.12,2.00
1255,395,3628,108,2,NT$1.24,NT$0.50,1.00
513,395,3628,108,2,NT$1.16,NT$0.42,2.00
879,395,3182,108,2,NT$2.22,NT$0.75,2.00
1228,395,3182,108,2,NT$4.38,NT$1.93,2.00
180,395,3182,108,2,NT$1.38,NT$0.65,2.00
623,395,3182,108,2,NT$3.60,NT$1.37,2.00
1265,395,3182,108,2,NT$1.44,NT$0.59,2.00
340,395,8878,108,2,NT$0.63,NT$0.21,1.00
556,395,8878,108,2,NT$6.50,NT$2.73,2.00
443,395,5164,108,2,NT$2.66,NT$1.20,2.00
221,395,5164,108,2,NT$7.32,NT$2.49,2.00
1302,395,5164,108,2,NT$3.70,NT$1.74,2.00
759,395,5164,108,2,NT$3.78,NT$1.17,2.00
830,395,5164,108,2,NT$2.45,NT$0.96,1.00
1446,395,5164,108,2,NT$1.26,NT$0.54,1.00
743,395,5164,108,2,NT$1.92,NT$0.79,2.00
826,374,8854,0,2,NT$1.83,NT$0.70,1.00
1003,374,8854,0,2,NT$1.56,NT$0.70,2.00
886,374,8854,0,2,NT$3.11,NT$1.37,1.00
726,374,599,0,2,NT$6.42,NT$2.31,2.00
1302,374,599,0,2,NT$1.85,NT$0.70,1.00
1545,374,599,0,2,NT$2.29,NT$0.85,1.00
281,374,9617,0,2,NT$2.63,NT$0.89,1.00
763,374,9617,0,2,NT$2.55,NT$1.17,1.00
327,374,2741,0,2,NT$1.20,NT$0.46,2.00
942,374,2741,0,2,NT$2.34,NT$0.77,1.00
653,374,2741,0,2,NT$8.34,NT$2.59,3.00
377,374,2741,0,2,NT$6.30,NT$2.58,3.00
959,374,1627,0,2,NT$3.00,NT$1.26,2.00
603,374,1627,0,2,NT$2.46,NT$1.18,2.00
623,374,1627,0,2,NT$3.60,NT$1.19,2.00
1449,374,4863,0,2,NT$2.61,NT$0.84,3.00
1493,374,4863,0,2,NT$11.88,NT$4.04,3.00
218,374,4863,0,2,NT$3.44,NT$1.58,1.00
927,374,4863,0,2,NT$1.89,NT$0.81,3.00
277,404,4600,0,2,NT$4.82,NT$1.69,2.00
28,404,4600,0,2,NT$3.91,NT$1.37,1.00
777,404,4600,0,2,NT$3.72,NT$1.53,1.00
88,404,4600,0,2,NT$0.86,NT$0.42,1.00
1003,404,10198,0,2,NT$1.56,NT$0.51,2.00
1380,404,10198,0,2,NT$10.86,NT$4.24,3.00
78,404,6403,0,2,NT$4.38,NT$1.49,2.00
627,404,6403,0,2,NT$3.40,NT$1.50,2.00
444,404,8177,0,2,NT$2.59,NT$1.09,1.00
1087,404,8177,0,2,NT$3.32,NT$1.43,2.00
1130,404,8177,0,2,NT$1.55,NT$0.60,1.00
1413,404,8177,0,2,NT$6.76,NT$2.37,2.00
151,404,8177,0,2,NT$2.91,NT$1.34,1.00
1553,404,8177,0,2,NT$1.86,NT$0.73,1.00
877,404,8177,0,2,NT$3.16,NT$1.20,2.00
42,404,5649,0,2,NT$5.64,NT$2.59,2.00
1123,404,5649,0,2,NT$3.92,NT$1.72,2.00
1095,401,1627,0,2,NT$1.58,NT$0.68,1.00
712,401,1627,0,2,NT$7.74,NT$2.86,2.00
302,401,1627,0,2,NT$6.90,NT$2.69,2.00
1118,401,1627,0,2,NT$5.86,NT$2.81,2.00
1101,401,4772,0,2,NT$2.62,NT$1.05,1.00
279,401,4772,0,2,NT$2.82,NT$1.38,1.00
42,401,4772,0,2,NT$5.64,NT$2.26,2.00
1135,401,2180,0,2,NT$3.92,NT$1.29,2.00
180,401,2180,0,2,NT$2.07,NT$1.01,3.00
741,401,8147,0,2,NT$1.46,NT$0.54,2.00
1361,401,7053,0,2,NT$3.62,NT$1.41,2.00
1471,401,7053,0,2,NT$3.10,NT$1.46,2.00
1555,401,7053,0,2,NT$5.90,NT$2.83,2.00
1305,401,7053,0,2,NT$0.57,NT$0.21,1.00
213,420,8983,0,2,NT$0.56,NT$0.24,1.00
1028,420,8983,0,2,NT$4.48,NT$1.39,2.00
619,420,1333,0,2,NT$6.75,NT$2.09,3.00
955,420,1333,0,2,NT$11.49,NT$4.60,3.00
772,420,1333,0,2,NT$5.82,NT$2.85,3.00
1322,420,1333,0,2,NT$6.40,NT$2.56,2.00
818,420,1333,0,2,NT$1.35,NT$0.61,1.00
1501,420,1333,0,2,NT$7.56,NT$2.87,3.00
1082,420,5188,0,2,NT$3.82,NT$1.60,2.00
1098,420,5188,0,2,NT$4.17,NT$1.83,3.00
1048,420,5188,0,2,NT$6.63,NT$2.06,3.00
1198,420,5188,0,2,NT$6.86,NT$2.26,2.00
749,420,5188,0,2,NT$8.01,NT$4.01,3.00
953,420,5188,0,2,NT$8.22,NT$3.95,3.00
1182,420,2965,0,2,NT$1.40,NT$0.69,1.00
799,420,2965,0,2,NT$5.68,NT$1.70,2.00
803,420,2965,0,2,NT$7.02,NT$2.95,2.00
60,420,2965,0,2,NT$5.32,NT$1.97,2.00
316,420,2965,0,2,NT$1.31,NT$0.48,1.00
693,420,2965,0,2,NT$1.99,NT$0.92,1.00
443,420,4645,0,2,NT$1.33,NT$0.53,1.00
726,420,4645,0,2,NT$3.21,NT$1.35,1.00
1435,420,4645,0,2,NT$5.44,NT$1.80,2.00
959,407,8854,0,2,NT$3.00,NT$1.08,2.00
1109,407,8854,0,2,NT$1.10,NT$0.50,2.00
659,407,8854,0,2,NT$3.21,NT$1.35,1.00
449,407,8854,0,2,NT$7.38,NT$3.39,2.00
666,407,8854,0,2,NT$2.67,NT$1.23,3.00
157,407,8613,0,2,NT$2.95,NT$1.30,1.00
1199,407,8613,0,2,NT$5.12,NT$2.00,2.00
1189,407,8613,0,2,NT$0.76,NT$0.35,1.00
806,407,8613,0,2,NT$5.20,NT$2.55,2.00
397,407,8613,0,2,NT$2.70,NT$1.22,2.00
1212,407,8613,0,2,NT$0.53,NT$0.19,1.00
1322,407,5015,0,2,NT$6.40,NT$2.11,2.00
407,407,5015,0,2,NT$6.42,NT$2.18,2.00
451,407,5015,0,2,NT$1.78,NT$0.62,1.00
733,407,5015,0,2,NT$1.95,NT$0.60,1.00
1249,407,10179,0,2,NT$1.48,NT$0.64,1.00
1039,407,10179,0,2,NT$1.62,NT$0.50,2.00
687,407,3779,0,2,NT$0.97,NT$0.35,1.00
1143,407,3779,0,2,NT$3.52,NT$1.16,2.00
920,407,3779,0,2,NT$1.46,NT$0.48,2.00
444,407,3779,0,2,NT$5.18,NT$1.66,2.00
1459,407,3779,0,2,NT$1.43,NT$0.66,1.00
1529,407,3779,0,2,NT$3.27,NT$1.57,1.00
587,407,3779,0,2,NT$6.54,NT$2.42,2.00
1203,399,7008,0,2,NT$1.46,NT$0.60,1.00
381,399,7008,0,2,NT$2.33,NT$0.72,1.00
144,399,7008,0,2,NT$1.02,NT$0.42,2.00
1236,399,3883,0,2,NT$3.32,NT$1.16,1.00
281,399,3883,0,2,NT$2.63,NT$0.82,1.00
843,399,10261,0,2,NT$2.94,NT$1.26,1.00
1047,399,10261,0,2,NT$6.46,NT$1.94,2.00
597,399,2126,0,2,NT$5.60,NT$1.68,2.00
1053,399,2126,0,2,NT$1.85,NT$0.89,1.00
830,399,2126,0,2,NT$4.90,NT$2.11,2.00
354,399,2126,0,2,NT$2.25,NT$0.92,1.00
1369,399,2126,0,2,NT$3.38,NT$1.08,1.00
1440,399,2126,0,2,NT$5.62,NT$2.14,2.00
1554,399,6319,0,2,NT$2.54,NT$0.84,1.00
545,399,6319,0,2,NT$1.45,NT$0.55,1.00
18,446,5873,0,2,NT$2.67,NT$0.85,1.00
74,446,5873,0,2,NT$3.14,NT$1.35,2.00
1049,446,5873,0,2,NT$7.86,NT$2.99,2.00
1239,446,5873,0,2,NT$4.56,NT$1.37,2.00
1276,446,5397,0,2,NT$2.86,NT$0.94,2.00
973,446,5397,0,2,NT$2.68,NT$1.10,2.00
1056,446,5397,0,2,NT$5.86,NT$2.40,2.00
806,446,5397,0,2,NT$2.60,NT$1.14,1.00
710,446,206,0,2,NT$1.19,NT$0.58,1.00
1526,446,206,0,2,NT$3.30,NT$0.99,2.00
321,446,206,0,2,NT$4.82,NT$2.02,2.00
697,446,206,0,2,NT$2.66,NT$0.98,2.00
547,446,1493,0,2,NT$4.62,NT$2.17,2.00
431,446,1493,0,2,NT$0.96,NT$0.37,1.00
194,446,7656,0,2,NT$6.72,NT$2.69,2.00
664,446,7656,0,2,NT$1.74,NT$0.52,1.00
82,446,7656,0,2,NT$2.70,NT$1.24,1.00
271,446,7656,0,2,NT$4.74,NT$1.80,2.00
980,454,7192,112,2,NT$1.72,NT$0.81,1.00
1063,454,7192,112,2,NT$9.54,NT$4.67,3.00
814,454,7192,112,2,NT$5.19,NT$2.44,3.00
5,454,7192,112,2,NT$4.38,NT$1.93,2.00
1119,454,3739,112,2,NT$6.34,NT$2.28,2.00
231,454,3739,112,2,NT$5.30,NT$2.07,2.00
1047,454,8572,112,2,NT$3.23,NT$1.16,1.00
864,454,8572,112,2,NT$1.63,NT$0.65,1.00
1413,454,8572,112,2,NT$3.38,NT$1.18,1.00
1323,454,8572,112,2,NT$5.88,NT$2.41,2.00
448,454,8572,112,2,NT$1.54,NT$0.71,1.00
684,454,5188,112,2,NT$1.36,NT$0.44,2.00
368,454,5188,112,2,NT$3.42,NT$1.57,3.00
1316,454,5188,112,2,NT$1.42,NT$0.61,2.00
29,454,5188,112,2,NT$5.34,NT$1.66,3.00
1050,454,6319,112,2,NT$2.56,NT$0.92,2.00
828,454,6319,112,2,NT$2.58,NT$0.88,2.00
351,454,6319,112,2,NT$5.52,NT$1.77,2.00
152,454,4563,112,2,NT$2.89,NT$1.30,1.00
821,454,4563,112,2,NT$3.82,NT$1.80,2.00
784,454,4563,112,2,NT$1.04,NT$0.37,2.00
68,454,4563,112,2,NT$7.12,NT$2.28,2.00
712,430,9618,0,2,NT$3.87,NT$1.66,1.00
1061,430,9618,0,2,NT$1.66,NT$0.68,1.00
13,430,9618,0,2,NT$2.65,NT$1.11,1.00
456,430,9618,0,2,NT$5.34,NT$2.35,2.00
732,430,7961,0,2,NT$0.91,NT$0.43,1.00
683,430,7961,0,2,NT$2.16,NT$0.82,1.00
832,430,7961,0,2,NT$6.48,NT$2.40,2.00
1527,430,7961,0,2,NT$3.46,NT$1.70,1.00
1426,430,6403,0,2,NT$3.74,NT$1.53,1.00
484,430,6403,0,2,NT$3.64,NT$1.27,1.00
1339,430,6403,0,2,NT$1.31,NT$0.50,1.00
1476,430,6403,0,2,NT$2.26,NT$1.04,1.00
334,430,6403,0,2,NT$1.56,NT$0.48,2.00
230,430,6403,0,2,NT$1.19,NT$0.58,1.00
447,430,1333,0,2,NT$5.76,NT$2.36,2.00
480,430,5649,0,2,NT$5.07,NT$2.38,3.00
524,430,5649,0,2,NT$3.48,NT$1.11,2.00
1166,430,6468,0,2,NT$2.21,NT$1.04,1.00
850,430,6468,0,2,NT$3.99,NT$1.56,3.00
241,430,6468,0,2,NT$8.73,NT$3.06,3.00
97,430,6468,0,2,NT$0.59,NT$0.29,1.00
114,430,6468,0,2,NT$2.76,NT$1.13,3.00
142,431,9278,0,2,NT$2.32,NT$0.97,1.00
757,431,9278,0,2,NT$1.47,NT$0.44,1.00
468,431,9278,0,2,NT$3.48,NT$1.53,2.00
1333,431,8177,0,2,NT$0.93,NT$0.32,1.00
711,431,8177,0,2,NT$2.89,NT$1.10,1.00
1433,431,8177,0,2,NT$5.26,NT$2.42,2.00
412,431,8177,0,2,NT$2.76,NT$0.86,2.00
1264,431,854,0,2,NT$2.35,NT$1.03,1.00
1308,431,854,0,2,NT$5.16,NT$2.32,2.00
33,431,854,0,2,NT$1.36,NT$0.42,1.00
898,431,9278,0,2,NT$1.74,NT$0.85,1.00
848,431,9278,0,2,NT$2.26,NT$0.90,1.00
998,431,9278,0,2,NT$2.50,NT$0.98,2.00
549,431,9278,0,2,NT$1.68,NT$0.54,1.00
732,431,2630,0,2,NT$1.82,NT$0.78,2.00
1347,431,2630,0,2,NT$1.77,NT$0.76,1.00
1058,431,2630,0,2,NT$2.76,NT$1.16,1.00
782,431,2630,0,2,NT$4.68,NT$1.68,2.00
1198,431,2630,0,2,NT$6.86,NT$2.95,2.00
1297,431,7456,0,2,NT$1.66,NT$0.55,1.00
1208,431,7456,0,2,NT$2.87,NT$1.26,1.00
332,431,7456,0,2,NT$2.21,NT$0.82,1.00
988,431,7456,0,2,NT$3.61,NT$1.48,1.00
1041,436,7586,0,2,NT$1.42,NT$0.57,2.00
60,436,7586,0,2,NT$5.32,NT$2.29,2.00
1447,436,7586,0,2,NT$2.96,NT$1.10,1.00
279,436,8523,0,2,NT$5.64,NT$2.20,2.00
762,436,8523,0,2,NT$3.70,NT$1.18,1.00
739,436,2741,0,2,NT$7.14,NT$2.71,3.00
1355,436,2741,0,2,NT$1.26,NT$0.42,2.00
652,436,2741,0,2,NT$1.67,NT$0.52,1.00
789,436,2741,0,2,NT$3.62,NT$1.48,1.00
1371,436,8732,0,2,NT$4.94,NT$2.27,2.00
602,436,8732,0,2,NT$4.28,NT$1.37,2.00
939,436,8732,0,2,NT$1.40,NT$0.45,2.00
207,436,3211,0,2,NT$1.24,NT$0.53,1.00
1394,436,3211,0,2,NT$2.53,NT$0.91,1.00
119,436,3211,0,2,NT$4.56,NT$2.19,2.00
829,436,3211,0,2,NT$4.34,NT$2.13,2.00
673,436,3211,0,2,NT$5.48,NT$2.41,2.00
772,436,7462,0,2,NT$3.88,NT$1.63,2.00
1352,436,7462,0,2,NT$2.65,NT$1.22,1.00
1462,436,7462,0,2,NT$1.46,NT$0.67,2.00
1545,436,7462,0,2,NT$4.58,NT$1.47,2.00
1333,479,3182,114,2,NT$0.93,NT$0.33,1.00
312,479,3182,114,2,NT$2.13,NT$1.00,1.00
1088,479,3182,114,2,NT$6.64,NT$3.12,2.00
492,479,1934,114,2,NT$3.54,NT$1.45,2.00
935,479,1934,114,2,NT$2.80,NT$0.95,1.00
1164,479,1934,114,2,NT$3.42,NT$1.37,2.00
1208,479,1934,114,2,NT$2.87,NT$1.21,1.00
1491,479,1934,114,2,NT$2.58,NT$1.06,1.00
642,479,1934,114,2,NT$1.66,NT$0.63,1.00
486,479,1934,114,2,NT$1.14,NT$0.47,1.00
659,479,1057,114,2,NT$3.21,NT$1.41,1.00
22,479,1057,114,2,NT$4.58,NT$1.88,2.00
1518,479,1057,114,2,NT$3.52,NT$1.65,1.00
975,479,1057,114,2,NT$3.76,NT$1.73,1.00
632,479,1057,114,2,NT$1.66,NT$0.58,2.00
1247,479,1057,114,2,NT$3.36,NT$1.41,2.00
1197,479,5650,114,2,NT$3.14,NT$1.04,1.00
1108,479,5650,114,2,NT$1.64,NT$0.71,1.00
232,479,5650,114,2,NT$2.63,NT$1.13,1.00
1443,479,4563,114,2,NT$4.34,NT$2.08,2.00
767,479,4563,114,2,NT$2.90,NT$1.13,2.00
1237,479,4563,114,2,NT$2.75,NT$1.02,1.00
52,479,3645,114,2,NT$2.17,NT$1.09,1.00
268,479,3645,114,2,NT$1.73,NT$0.66,1.00
666,464,1264,0,2,NT$0.89,NT$0.39,1.00
30,464,1264,0,2,NT$2.82,NT$1.16,2.00
1111,464,1264,0,2,NT$0.78,NT$0.33,1.00
982,464,1264,0,2,NT$2.88,NT$1.18,1.00
639,464,1264,0,2,NT$6.56,NT$2.30,2.00
1255,464,1264,0,2,NT$2.48,NT$1.04,2.00
1205,464,5720,0,2,NT$2.60,NT$0.83,1.00
1115,464,5720,0,2,NT$2.50,NT$1.08,1.00
240,464,5720,0,2,NT$0.86,NT$0.31,1.00
895,464,5720,0,2,NT$0.65,NT$0.32,1.00
1531,464,6814,0,2,NT$1.02,NT$0.47,2.00
550,464,6814,0,2,NT$4.80,NT$1.97,2.00
379,464,6814,0,2,NT$3.85,NT$1.54,1.00
63,464,6814,0,2,NT$5.90,NT$2.77,2.00
1011,464,6814,0,2,NT$6.34,NT$2.22,2.00
143,464,5720,0,2,NT$4.92,NT$2.26,2.00
1158,464,5720,0,2,NT$1.32,NT$0.58,1.00
1229,464,5720,0,2,NT$2.60,NT$1.01,2.00
576,464,9517,0,2,NT$1.40,NT$0.62,2.00
1418,464,9517,0,2,NT$3.22,NT$1.55,2.00
863,464,9517,0,2,NT$2.98,NT$0.95,1.00
663,464,5650,0,2,NT$1.76,NT$0.83,1.00
426,464,5650,0,2,NT$0.60,NT$0.22,1.00
310,464,5650,0,2,NT$0.76,NT$0.30,1.00
659,464,5650,0,2,NT$3.21,NT$1.00,1.00
1169,464,5650,0,2,NT$2.98,NT$1.01,1.00
54,464,5650,0,2,NT$5.86,NT$2.75,2.00
697,464,5650,0,2,NT$2.66,NT$1.22,2.00
1356,480,1695,114,2,NT$3.20,NT$1.09,2.00
1106,480,1695,114,2,NT$3.04,NT$0.97,2.00
394,480,1695,114,2,NT$6.26,NT$3.07,2.00
850,480,1695,114,2,NT$1.33,NT$0.65,1.00
627,480,1695,114,2,NT$1.70,NT$0.82,1.00
151,480,1695,114,2,NT$5.82,NT$2.15,2.00
1099,480,206,114,2,NT$3.24,NT$1.52,1.00
1436,480,206,114,2,NT$1.84,NT$0.61,2.00
667,480,7798,114,2,NT$2.66,NT$0.90,1.00
1176,480,7798,114,2,NT$5.13,NT$2.31,3.00
1526,480,9305,114,2,NT$1.65,NT$0.51,1.00
157,480,9305,114,2,NT$5.90,NT$2.83,2.00
733,480,9305,114,2,NT$3.90,NT$1.83,2.00
1293,480,10188,114,2,NT$4.32,NT$1.99,3.00
1270,480,10188,114,2,NT$5.38,NT$2.10,2.00
194,480,10188,114,2,NT$3.36,NT$1.61,1.00
1463,480,8377,114,2,NT$1.98,NT$0.61,1.00
321,480,8377,114,2,NT$4.82,NT$1.78,2.00
458,480,5164,114,2,NT$1.50,NT$0.72,1.00
1047,480,5164,114,2,NT$3.23,NT$1.39,1.00
425,480,5164,114,2,NT$2.56,NT$1.10,2.00
1147,480,5164,114,2,NT$2.84,NT$0.94,2.00
125,480,5164,114,2,NT$4.64,NT$1.95,2.00
487,480,5164,114,2,NT$2.60,NT$1.22,1.00
1533,484,1810,0,2,NT$2.50,NT$0.78,1.00
165,484,1810,0,2,NT$3.50,NT$1.68,2.00
741,484,1810,0,2,NT$1.46,NT$0.61,2.00
1300,484,1503,0,2,NT$2.90,NT$1.36,2.00
864,484,1503,0,2,NT$3.26,NT$1.27,2.00
1346,484,1503,0,2,NT$2.35,NT$1.10,1.00
1373,484,7032,0,2,NT$3.60,NT$1.08,1.00
780,484,338,0,2,NT$5.68,NT$2.61,2.00
38,484,338,0,2,NT$1.31,NT$0.41,1.00
708,484,338,0,2,NT$3.68,NT$1.25,1.00
1181,484,338,0,2,NT$1.77,NT$0.73,1.00
52,484,338,0,2,NT$4.34,NT$2.00,2.00
1054,484,338,0,2,NT$1.48,NT$0.61,1.00
1510,484,7456,0,2,NT$1.92,NT$0.79,2.00
1354,484,7456,0,2,NT$1.48,NT$0.55,1.00
678,484,7456,0,2,NT$3.69,NT$1.18,1.00
1148,484,7456,0,2,NT$2.69,NT$1.18,1.00
152,484,7456,0,2,NT$5.78,NT$2.02,2.00
755,484,7456,0,2,NT$2.98,NT$1.04,1.00
1401,484,1734,0,2,NT$1.59,NT$0.57,1.00
502,484,10103,0,2,NT$3.17,NT$1.24,1.00
918,484,10103,0,2,NT$5.94,NT$2.32,2.00
59,462,5328,0,2,NT$1.40,NT$0.66,1.00
1062,462,5328,0,2,NT$4.76,NT$1.71,2.00
26,462,5328,0,2,NT$1.76,NT$0.56,2.00
1162,462,5328,0,2,NT$1.59,NT$0.59,1.00
253,462,6074,0,2,NT$0.89,NT$0.28,1.00
895,462,6074,0,2,NT$1.30,NT$0.59,2.00
525,462,6074,0,2,NT$2.85,NT$1.05,1.00
808,462,6074,0,2,NT$1.39,NT$0.53,1.00
1517,462,6074,0,2,NT$1.16,NT$0.37,2.00
1361,462,6074,0,2,NT$3.62,NT$1.77,2.00
579,462,7192,0,2,NT$2.49,NT$1.02,3.00
329,462,7192,0,2,NT$1.74,NT$0.75,1.00
1078,462,7192,0,2,NT$1.64,NT$0.67,1.00
612,462,4076,0,2,NT$2.38,NT$1.02,1.00
1471,462,4076,0,2,NT$1.55,NT$0.71,1.00
316,462,1418,0,2,NT$2.62,NT$1.02,2.00
1092,462,1418,0,2,NT$4.76,NT$2.09,2.00
323,462,1418,0,2,NT$3.50,NT$1.44,1.00
660,462,1418,0,2,NT$5.60,NT$2.69,2.00
477,462,1418,0,2,NT$0.86,NT$0.40,1.00
1026,462,1418,0,2,NT$2.13,NT$0.89,1.00
1442,462,9794,0,2,NT$3.28,NT$1.25,2.00
832,462,9794,0,2,NT$3.24,NT$1.20,1.00
516,462,4863,0,2,NT$5.55,NT$2.72,3.00
493,462,4863,0,2,NT$7.92,NT$2.93,3.00
976,462,4863,0,2,NT$3.51,NT$1.33,3.00
672,462,4863,0,2,NT$10.02,NT$4.01,3.00
755,462,4863,0,2,NT$5.96,NT$2.09,2.00
506,462,4863,0,2,NT$11.04,NT$3.75,3.00
1258,514,9794,0,2,NT$1.83,NT$0.59,3.00
249,514,9794,0,2,NT$3.18,NT$1.30,2.00
160,514,9794,0,2,NT$2.13,NT$0.98,1.00
842,514,9794,0,2,NT$6.40,NT$2.30,2.00
353,514,9794,0,2,NT$4.71,NT$2.31,3.00
676,514,9794,0,2,NT$6.58,NT$2.30,2.00
852,514,9794,0,2,NT$0.69,NT$0.26,1.00
97,514,1810,0,2,NT$1.18,NT$0.40,2.00
1006,514,1810,0,2,NT$2.14,NT$0.81,1.00
251,514,1810,0,2,NT$4.88,NT$1.85,2.00
1372,514,1810,0,2,NT$2.49,NT$1.07,1.00
296,514,1810,0,2,NT$0.50,NT$0.16,1.00
407,514,1810,0,2,NT$3.21,NT$1.48,1.00
490,514,1810,0,2,NT$1.65,NT$0.81,1.00
227,514,10010,0,2,NT$1.98,NT$0.73,1.00
847,514,7192,0,2,NT$7.68,NT$2.61,2.00
1529,514,7192,0,2,NT$9.81,NT$4.71,3.00
627,514,7192,0,2,NT$1.70,NT$0.58,1.00
1363,514,7192,0,2,NT$5.32,NT$2.02,2.00
1540,514,7192,0,2,NT$7.04,NT$2.18,2.00
1013,514,5467,0,2,NT$1.55,NT$0.60,1.00
1030,514,5467,0,2,NT$2.64,NT$0.92,1.00
980,514,5467,0,2,NT$3.44,NT$1.51,2.00
1130,514,5467,0,2,NT$1.55,NT$0.56,1.00
210,503,3182,0,2,NT$1.54,NT$0.68,1.00
281,503,3182,0,2,NT$2.63,NT$0.84,1.00
897,503,3182,0,2,NT$0.54,NT$0.25,1.00
194,503,3182,0,2,NT$3.36,NT$1.65,1.00
138,503,7809,0,2,NT$2.70,NT$0.97,1.00
757,503,5689,0,2,NT$2.94,NT$1.35,2.00
1440,503,5689,0,2,NT$2.81,NT$1.35,1.00
537,503,5689,0,2,NT$7.95,NT$2.86,3.00
1273,503,5689,0,2,NT$6.62,NT$3.05,2.00
1433,503,2872,0,2,NT$5.26,NT$1.79,2.00
118,503,2872,0,2,NT$1.48,NT$0.46,1.00
1360,503,2872,0,2,NT$2.42,NT$0.99,1.00
751,503,2872,0,2,NT$4.38,NT$1.80,2.00
1021,503,2872,0,2,NT$1.22,NT$0.40,1.00
1037,503,2872,0,2,NT$1.16,NT$0.48,2.00
