f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,target
12.65995051,8.755187232,21.48249459,18.09359385,4.398972397,2.361099816,3.139509222,21.60474804,7.685391726,19.1321916,16.93428502,-5.235659613,5.911948677,1.460197908,1.718713083,B,A,F,-1.979370076,H
11.64420997,10.27782793,13.22651939,10.37650348,13.22978931,2.1066665,1.084992644,8.595504135,11.66067527,6.223844947,-6.532944386,6.723466549,10.72346655,0.701549395,0.834874966,C,F,E,8.56471659,J
15.96587879,11.55954684,17.53978426,8.116594611,15.76003624,3.530501139,5.387867023,7.435452162,11.0439655,6.704880541,-11.53816784,6.913165025,10.91316502,0.918756285,-0.337389866,C,C,E,-6.229083929,F
12.51155035,7.260401311,19.77933411,5.741282424,12.6622053,1.564382277,3.711321965,14.57092676,14.71371443,14.65706864,3.246398374,-9.029901932,4.556251975,1.824639837,2.123199187,F,D,E,-12.26165279,C
8.4888727,12.90333677,7.205930469,1.196671224,14.20696683,2.199656127,5.494770367,8.749364618,12.34517656,8.211070487,-26.43603888,-13.86162333,4.255837536,-1.094979526,-6.835744081,F,C,F,6.729289346,A
7.212728325,13.58388447,8.891744536,2.431275637,15.14744804,3.105356008,2.026564071,23.77207964,5.661801435,21.45426397,-15.43688105,-7.262128629,7.544369496,1.757394916,-3.825029877,B,B,E,-6.914536974,A
7.80030639,10.80127067,9.641444222,14.75633419,4.359290293,1.076899733,3.198751967,9.299334297,10.14272947,6.802297594,3.465323466,-4.285048559,-9.739164757,-0.42065865,-1.252439366,D,E,D,1.444301844,G
28.65997883,7.647071524,21.29582833,7.971808256,13.08274913,3.280257654,3.18054331,8.355446247,10.98900364,7.922619392,4.991476373,2.91139746,6.91139746,1.999147637,2.995738187,D,F,C,-13.32290326,F
9.268135075,11.56988579,9.72701224,15.22923703,4.586521063,1.120020023,3.163921165,26.59225363,9.121158304,20.52111463,8.354526557,-13.5780032,9.221099728,2.036849955,-3.902203027,E,A,E,-6.841038643,C
10.73695996,10.27104438,14.22928266,10.82394801,9.124184921,2.210419256,3.937999991,6.732144869,10.96441174,8.394958103,-2.863846406,-7.286063128,-2.05254527,0.577749748,-4.085154571,F,B,C,5.508540839,F
7.173209817,13.82385001,8.564225072,15.6393496,11.47541576,3.641920548,3.939100962,12.36301991,14.6556249,15.69198071,-4.595063859,1.05010166,2.715552633,0.952592106,-1.04455694,D,B,C,5.851293455,H
14.64331281,5.396940093,19.76358065,14.05803603,3.807578064,2.16185856,4.81735931,9.613016083,14.65580359,17.35124833,3.278865781,3.764376521,4.852217377,1.790183852,2.054873329,B,C,A,-3.243412707,G
15.12294053,13.44182875,17.29740568,6.200677592,16.67835295,2.589939623,5.310156003,9.271138587,10.08407455,6.348987882,-1.117741165,-3.465512137,-0.264209027,1.388225884,-0.058870582,F,F,D,-13.4966209,C
16.60238403,4.778517713,21.83304717,16.29354256,6.541834118,1.096251327,3.080335887,8.577627391,11.64058074,9.450460268,6.690010134,-1.678962961,-0.810413431,1.599497941,0.6396013,C,D,D,-12.53430075,E
7.767568258,11.83795599,6.45966983,14.94412705,10.31114861,2.513745316,5.405152575,8.198624072,12.44466516,7.859584321,-1.518107833,-2.744841145,-3.650142825,-0.044171591,-1.856544102,D,D,C,-13.78624958,C
31.39891994,4.247165532,19.13602141,5.858485483,16.08713651,3.302317586,3.079980332,28.76572901,4.453404749,19.59680575,12.7065845,-5.305288628,8.057706294,2.77065845,6.853292252,B,E,F,-13.89538718,C
22.82515646,6.758901795,19.49463331,14.72874572,12.69851394,0.210012296,5.838410599,29.85407967,7.9191013,20.0927722,-3.196827121,-3.689261087,19.98679027,1.836619115,-2.669732233,E,F,D,10.37378757,G
23.4530726,8.195709574,21.99672801,12.02085925,7.011424387,2.95390164,4.817848297,8.633103839,12.47978321,7.575541616,-3.358362137,5.094805427,9.094805427,1.514957528,0.949911727,C,B,B,5.552362987,I
13.72866888,13.61970559,13.38835271,18.70261633,5.355242675,0.451899058,4.775621771,30.73950027,4.199177311,20.22302367,15.15912768,-17.08532408,16.28607505,3.214345842,-3.662436447,E,A,F,8.953880627,H
8.537571066,11.97181698,8.976775791,18.68337741,4.362482661,2.195431264,3.872581139,9.105869699,14.64135605,15.99448931,5.826077245,4.818130039,3.854449391,1.142408232,3.130740161,A,C,C,6.646526418,J
11.76999571,15.42762241,14.49050895,10.80785045,12.63447106,1.918442656,5.664467726,7.861448524,10.67873969,7.642576736,-1.449107189,-9.212411171,-2.257603052,1.112340444,-4.534114785,F,C,E,-5.552165634,C
8.961481908,11.33606286,9.173015149,11.02379606,9.595471733,1.119534698,5.768097136,7.209481299,10.47878951,8.315411275,0.14109889,-3.898430785,-5.233818152,0.064455098,-1.922404771,D,D,C,-0.285075314,E
19.05244332,4.059396202,20.85847502,14.98321407,8.031354673,3.725970593,4.44900868,8.158533826,12.88029073,15.13292931,-4.677483971,-3.480414415,0.427697566,2.410245944,-2.952876999,E,D,D,-12.50889369,B
9.508485166,12.27931129,8.08520319,14.23351078,10.67820762,2.547082218,5.1071391,14.1422961,6.685849307,20.13579255,-4.200286819,-7.69228632,9.155074254,2.025845709,-4.588524338,F,B,C,1.264074479,D
20.12748006,7.647687069,21.03691679,2.930726298,14.41115119,3.960854351,5.588492254,9.585993222,13.52440874,15.01248665,2.952760849,-6.293898037,3.172564395,1.795276085,1.976380425,D,D,F,13.44006832,H
8.947803211,15.29793489,14.88494788,5.919359506,15.98881501,3.67887911,0.343875688,14.49039211,10.16791235,13.27305807,-11.58493905,0.759555799,4.588530074,1.085983772,-2.913086514,E,F,B,1.846677948,D
20.10741291,4.708048799,21.68911956,18.34326396,5.047177163,3.229884358,5.854207017,6.911472186,11.23313547,7.359822921,5.894294938,4.170095948,8.170095948,2.048959282,2.87778038,A,C,A,-12.85396519,H
7.11259325,13.78027017,7.618919547,14.24628332,4.91794072,0.093093154,5.405911662,7.012758388,10.22649365,8.90443365,1.78920973,-9.379079784,-0.129629884,0.187870033,-3.793980811,E,A,D,-5.186904176,D
15.38555877,9.750872418,13.03859133,17.25524052,1.094457887,2.217541466,1.889522232,18.92552265,9.280710088,19.87994448,1.840129354,2.833245949,7.102541578,1.68375693,1.30721815,B,C,A,-14.04278594,D
13.90073272,9.745487404,21.56462318,11.38354044,11.43160819,2.420975574,4.78344593,22.5450043,4.966364717,19.83862097,-3.502654082,0.670963408,8.317052749,2.046705443,-0.929428767,D,B,A,-10.33256186,B
13.97587265,15.33904466,13.10402126,9.125591064,14.6511314,3.147314226,5.865524937,15.19921315,5.143577203,20.19124667,-8.187718091,-19.04324705,11.37518189,2.395863649,-10.31494913,A,C,D,-10.02644759,A
8.606155771,11.49289701,12.15859387,8.707628031,10.44613744,3.653305752,1.669591955,7.628055954,12.64584385,6.74999872,-6.008428654,3.042813478,7.042813478,0.588912846,-0.567601548,C,D,D,-10.4530722,E
8.958340229,11.32810944,7.49447475,13.90895694,12.24469876,3.487243595,3.345416642,8.84103716,12.73055269,9.070875158,-3.442528192,-1.316642101,-0.503816003,0.546312126,-1.742566257,D,D,A,10.82558952,I
8.306729404,11.32629462,6.143994937,7.474985072,10.72073063,0.189079544,4.4082347,6.104393286,13.36728851,6.061410831,-10.87997388,-13.98860696,-4.176953231,-0.510686583,-8.881913035,F,D,A,-12.46618509,A
31.2295249,6.395775812,20.66332878,12.98055675,15.95780195,2.188675843,4.442789439,29.93275072,5.30975631,21.1181332,5.1685264,-3.835351166,9.876509454,2.01685264,3.0842632,A,E,E,-3.284034774,D
9.014540817,14.85153497,17.81866849,3.849234323,14.72331718,2.356281618,3.160100178,11.17356119,11.0011273,12.60816738,-1.977427956,-7.725489789,1.057176895,1.302257204,-1.013791528,D,A,F,12.27444326,F
13.96847362,5.984151491,21.1220059,14.18858671,10.46133834,2.058481244,4.500153928,29.94874666,5.545766066,19.05905111,-1.018653127,-1.015682226,7.952298098,1.768862024,-1.011197543,D,B,B,8.793860768,G
14.25674519,11.7499254,14.26446094,14.59770549,5.766201663,2.52396891,0.224173712,8.039464955,10.01155401,8.448670266,-0.296878024,6.284213661,10.28421366,0.623917514,2.210869519,B,E,D,-12.10023193,G
6.945190825,10.87645573,9.729754724,8.692236027,15.56501011,2.276350498,3.978560412,24.29007817,4.25732661,20.16866823,-10.18617438,-12.02619753,7.348417336,1.724736223,-7.890792565,B,B,A,0.183224189,A
12.70542158,14.52435552,17.13249141,13.66007122,12.33977388,1.709905571,5.426411717,14.39187941,9.581824433,15.16975392,-4.133171602,-8.217986527,1.477661899,0.589219083,-4.790787287,F,B,C,-1.412103587,C
28.0630133,5.34065504,19.72992732,6.605644729,16.59697483,3.355543971,4.345880674,15.59514769,5.563919337,21.19960881,12.37081403,-14.68591677,11.85471003,2.737081403,6.685407013,A,C,F,-7.92830224,C
9.103150885,11.49020925,8.826887368,4.532658418,18.34628525,2.330983379,5.627274075,17.70927605,4.07466752,21.66124557,-11.94513102,-5.167078611,7.901792111,1.816965352,-2.16882589,B,E,F,-10.66668516,A
12.54849201,10.04910187,12.45170998,2.137386077,16.69765804,3.093077723,2.860377605,7.887712011,10.53646184,8.219653431,-4.820347703,-6.101276057,9.576420139,1.01796523,-1.385356633,D,A,E,4.31972117,F
6.484230411,11.5303851,9.856463424,2.177631353,17.52268394,1.055841675,3.25116923,21.14599972,4.228342215,21.2159463,-23.34146325,-2.968268635,7.593136722,1.765522787,-7.405477743,B,B,B,9.03725329,A
6.071705621,13.08373561,7.452984042,7.926198222,12.4898872,0.79499338,4.840295696,27.65830277,9.013164802,20.81741395,-6.513326609,-5.682958204,10.38201846,2.230336411,-4.329564237,A,E,B,5.541725854,B
26.77254015,9.938286264,20.75444832,16.84837207,5.422604606,2.408540869,2.0217118,30.42568014,6.535966327,20.64624388,10.29261573,12.44311822,7.463787273,2.284844333,7.424453191,A,A,A,2.613209545,I
20.0413844,9.345014155,19.23544849,10.31854862,10.3174193,3.998669622,1.826411793,26.85535663,8.693746644,21.68084,0.695988183,-0.886983801,8.151948011,1.44446984,-0.528912871,C,B,B,13.91627788,H
12.95260229,9.401272152,14.24951257,12.81670111,5.801893221,2.466475454,4.673647423,8.520636048,10.9553165,6.091946164,-4.046469511,0.549205318,4.549205318,1.0694869,-1.116115162,D,B,A,-3.516624786,F
9.613388729,10.9857774,9.101211844,3.109346255,14.97780539,0.830834187,5.869546259,8.429138912,13.98682604,17.89266988,-14.05078337,-6.769001075,4.480078061,1.246679677,-6.66644629,D,D,A,3.97929443,A
8.547841014,13.68635844,7.32287634,2.790906471,15.33972714,1.219797284,5.015982912,7.753318284,10.0116902,9.561696905,-13.16645413,-3.670035041,-1.27221275,0.071658366,-5.154128134,F,F,A,-13.73723217,A
28.47138376,5.218324964,19.10173279,5.352988129,15.10100939,1.500724462,3.947522478,9.083196599,13.97022007,9.5953333,2.750678326,-9.594231072,-0.803392111,1.775067833,1.875339163,F,F,F,6.209558187,G
7.71323258,10.62155144,9.925780059,7.00426048,13.23268864,2.855953043,2.425111689,22.46443431,6.454927046,21.63728279,-8.512697983,1.198855302,5.928466629,1.488077771,-1.961984787,C,B,D,6.641814516,D
8.052212269,10.66097637,9.254797381,6.577581525,10.05289235,2.274339817,3.299395496,9.56111076,10.83616978,16.02397655,-7.5215492,-0.438825223,5.001720675,1.333620113,-2.396564476,E,D,B,-1.79443116,C
14.34632168,8.349577942,14.21170782,14.4372878,9.800887633,0.94173792,4.347086641,9.001030473,11.08767244,14.88368752,-1.666987314,-7.947964778,4.543075365,1.170663471,-4.061732152,F,C,E,3.65946974,E
15.86614576,15.59004917,15.97168869,16.71380523,2.544762777,0.177247804,3.616937007,10.09903111,9.599323893,12.65119307,3.0601684,-2.117661431,1.100285309,1.126036431,-0.450650163,C,D,C,-3.185384964,F
9.027308191,10.92990996,6.27467761,4.653090995,18.15851419,3.921286269,5.07819965,7.004821609,11.28433234,7.696230148,-21.23163364,-10.73898018,7.405506585,-0.240192235,-4.222280666,F,A,F,-0.855062848,B
9.334949856,10.83088323,8.367292893,1.746991485,15.35423984,1.605225871,5.861300189,10.9722957,15.6760603,16.73656629,-18.18078716,-1.203504017,3.498704067,1.083117345,-5.379990132,D,D,D,7.644952325,B
13.54046096,11.74391045,16.11315992,11.47095812,14.55133497,2.597646174,4.009537309,20.1801909,4.187844339,21.38666119,-6.614578628,-1.261594292,8.547498508,1.924583085,-2.512642279,B,E,A,-2.864688304,B
20.34213559,7.698464324,21.81373057,18.85936983,3.449482482,2.989321578,0.687903623,8.583081914,14.94274007,12.48638702,3.211582828,-0.10868824,3.218874548,2.62629841,0.424275607,C,E,C,-6.664419868,G
9.826360425,10.67573319,9.481720472,13.63236891,12.82562057,1.706679591,5.913855236,7.081831247,12.60440371,7.476386536,0.369690192,-10.80200628,-6.3713104,0.44355116,-4.741746736,F,A,E,6.443312108,F
7.844519612,13.13408311,8.80698241,14.15840481,5.485844164,2.909536613,5.882215758,6.061948223,12.74140711,8.525025769,4.656193595,4.805988558,8.805988558,0.18620374,2.833210298,B,C,A,10.77288846,J
28.24307801,8.233510793,20.23456267,2.862218018,17.42901787,2.357238445,4.065707243,9.192964294,10.73324542,17.9465713,3.941885959,-15.19395106,5.345907699,1.894188596,2.47094298,C,D,F,10.8138068,E
8.07959344,12.6201967,7.972977381,6.047845895,18.48921953,2.974815943,2.774336867,18.9007879,5.56282873,19.85214054,-22.05635296,-11.23381178,6.614075514,1.602345919,-4.489255285,B,B,F,6.593490926,A
7.9327669,13.03012723,6.417732641,8.01634516,11.69315109,2.106635677,4.057433704,18.02157496,6.352947319,21.56397576,-5.758229712,-2.908403453,9.180587463,2.03009791,-2.984725534,A,E,A,-3.27310677,B
30.86422808,5.609958404,20.09983348,14.6548345,10.59355925,2.74324327,3.053162129,20.62653644,9.192496342,20.03696745,1.465073544,2.511594736,6.598048387,2.022635649,1.079432859,B,E,A,-7.724895691,D
8.231788265,11.73776706,9.066124115,9.647881606,12.82691954,3.498272009,5.575795799,14.50035221,9.276654503,16.88541007,-5.169066795,13.69759736,3.093959822,1.01565997,4.081732199,A,F,F,13.93235383,J
13.71185952,5.160489911,19.74228469,4.715318406,14.1516086,1.841026356,5.03626657,9.083616258,10.73424566,7.153435953,0.194472643,-11.13654301,-0.310733872,1.519447264,0.597236322,F,F,F,-10.34272663,D
11.28131785,11.3209317,16.62682042,12.39395618,7.663501275,3.519522671,3.295877153,21.78476528,8.138435699,21.11893983,-3.945381771,-5.040555333,8.731368214,1.955228036,-3.419910165,E,F,C,-8.969325719,B
6.122842266,11.7960269,6.358445543,10.93412283,5.700820024,2.398611046,4.736115708,13.6452821,5.642736061,21.93813636,-4.198900992,-4.784420907,10.6384806,2.273080099,-3.376567292,E,F,A,-10.65209461,B
14.45832067,9.371389841,19.22155577,16.15000022,5.583313442,3.047105281,0.504837025,8.635902064,10.9242637,9.300666308,7.164650556,-0.851504342,3.148495658,2.042046484,1.10303583,B,B,D,6.204700106,J
17.20523066,4.142975544,19.0767606,5.70834868,14.71336162,3.057039589,4.94781629,22.66042273,6.272662063,20.23508384,8.911146231,-2.090330873,12.2459646,2.391114623,4.955573115,A,C,F,-2.29960421,E
8.231778299,10.70256488,7.52745555,10.18726478,5.275795104,3.129725487,3.325636002,9.402508498,11.36425727,7.819121775,1.084009248,13.18247063,17.18247063,0.136375207,5.430365076,A,C,E,9.329206839,J
11.42314946,8.832528278,15.0223065,11.10924961,7.409810946,3.596418101,3.342015957,21.16708936,4.391229432,19.82440803,0.227558007,0.424778945,11.89211404,2.482019007,-0.099452605,C,E,B,9.127173135,H
24.03992717,6.803804686,20.64757415,11.47895001,10.64157565,2.996420666,3.280751919,10.53787812,11.91500671,14.75983307,18.11874495,-4.259058352,4.070503628,3.311874495,9.559372473,E,F,F,2.401367776,J
8.789377139,9.586624693,13.14800055,10.86070064,11.94066248,0.682086012,5.592171772,8.782954598,13.84548978,7.733968168,-2.286576537,-3.972273226,-11.00856364,1.421001224,-2.560091312,E,F,D,5.518867137,E
7.198704642,13.22134894,7.540590434,11.90408616,11.91533698,2.827660468,4.445944119,8.922684107,11.15098219,6.763257822,-4.454610066,-3.109868428,-1.126419633,0.425120697,-2.742764361,E,D,A,-1.423155239,E
7.218444138,10.73962789,7.077831389,13.60923062,5.863653162,3.520775723,3.983997832,28.08436664,4.274764318,20.10577241,0.392443666,4.251248693,18.81689021,3.636148369,1.536131205,B,E,D,4.490733511,H
6.337561971,12.53375272,9.851426574,17.15171618,6.208707412,2.979856004,0.712589099,10.70447982,8.403127899,14.12056543,18.08244611,-0.836787615,3.840432054,1.140072009,3.838616688,A,D,E,-2.976446494,I
28.22907965,7.243688989,21.03858004,18.60116867,5.162843454,2.309708799,3.131597008,24.88017392,8.701301915,19.96433864,5.240449532,-5.696972823,7.817951021,2.064024751,-1.396959627,D,A,F,0.908384069,F
28.00694353,6.600073584,20.85213588,11.75276378,12.90319992,3.154948443,5.202189245,15.53000624,10.2187849,14.61068038,13.36463456,-10.61654599,5.361876797,2.836463456,7.182317279,F,F,F,4.668426977,J
15.27570988,7.397606783,19.12809903,17.11060183,1.672610748,1.877734866,4.669696696,10.81809755,15.63403553,17.70187542,8.985521815,-6.053095187,2.041611378,2.460257417,-0.609075874,D,A,F,-9.728665311,E
10.35515712,10.30249875,14.57611638,8.1802381,15.82729902,1.359266981,3.439158795,11.23244916,11.90910881,15.09173175,-8.309445205,-11.21850418,2.79408269,1.305082565,-7.085071375,F,D,E,6.219822031,C
23.60189093,6.99977585,21.32136185,14.7836773,8.359178244,2.889086605,3.736249105,7.274768965,11.10331923,7.963782827,-2.533843351,-0.9443068,3.0556932,2.601431608,-1.360255338,D,B,C,-12.13075115,D
10.31927956,15.73264049,12.44795843,12.14975539,7.470808711,3.260677124,2.401499329,9.158736582,10.28967127,13.59369551,-3.680864251,0.569276418,2.687872354,1.038480065,-1.016350889,D,B,A,0.910259822,F
9.854617022,10.97341439,9.01882483,5.205212622,17.50414326,2.215955013,3.338604742,7.250592955,12.9465221,6.410734903,-18.99193943,-5.223804718,-3.887166402,-0.706746823,-7.257903489,F,F,B,-5.338221344,A
29.97959668,7.322943859,20.72832807,4.921701131,14.41973856,2.704064405,5.992307133,8.119849867,10.54632351,7.688020141,2.857745984,-12.8758248,-0.971464162,1.785774598,1.928872992,F,F,F,9.320548321,H
17.4972789,5.201884236,19.6602454,8.988596741,15.15065407,2.441474584,5.971383911,7.43970881,13.24410571,6.261774705,4.652834,-0.127368512,3.872631488,1.9652834,2.826417,E,F,D,-12.18212021,G
8.507614453,12.08672636,8.757269584,11.40423759,9.087818531,0.163066567,3.069626478,13.38395717,14.13084177,17.00567836,-3.162738532,-2.271616996,2.946176356,0.991029393,-2.070525048,D,D,B,-10.27746938,B
11.03026592,9.754392572,14.54523386,9.496671705,10.07401097,2.97104201,2.062236983,29.51179834,4.880540908,20.61771352,-10.90583504,1.415772648,7.697310363,1.782885061,-2.469886823,B,B,B,-1.362570191,B
9.720714559,10.70039316,16.44005508,15.20527553,3.789948672,1.521234531,5.484194733,9.52713425,11.83837146,7.857384228,2.466055476,-1.969956594,-5.546871213,1.082878478,-0.537634712,C,D,B,-14.09248349,D
9.98902655,15.92570816,16.09554652,7.7018228,14.91774328,2.905977214,2.142783788,30.94949984,6.667795193,19.08468611,-6.578190311,0.944884587,12.30052908,2.55008818,-1.584179,A,C,C,4.623581861,C
23.10368923,8.55378859,19.84796497,17.60279317,5.912426656,2.103506283,4.297558681,15.6772228,15.63614732,16.801761,10.96679637,-4.850754978,3.719489992,1.67240879,0.387217852,C,A,F,-12.21549211,E
17.4846834,4.492877617,21.44037522,12.17708647,10.0076988,3.594135077,1.563187919,14.44656975,6.245966309,20.9737659,6.052221096,2.785786447,6.848611322,2.10522211,3.526110548,B,B,D,10.05898083,I
8.128732395,10.37277527,12.03020672,13.24309191,7.417048734,3.197823961,3.441538071,15.41684225,9.779926133,15.60434221,-4.999190242,0.590082851,5.044745154,1.031609249,-1.337263039,D,D,A,8.14559564,G
14.12813575,10.57098578,17.87939087,15.3793412,1.443805071,3.527274274,0.175383036,25.99689989,6.565419438,19.67177706,8.200952843,2.280250748,13.29811076,2.716351794,2.667009356,B,C,B,-11.75632843,F
31.57375263,9.336592265,19.48393724,1.300920807,17.2437613,2.368771961,3.907051016,12.42419924,11.61066747,16.63466268,0.996913611,-3.720277027,4.43102915,1.599691361,0.998456805,D,D,E,-9.733358804,B
15.19311041,9.192985434,20.36624934,2.137239526,16.26265765,2.7188284,3.324844281,8.018266811,14.53568154,14.81409894,12.73114806,-5.487866186,3.965269749,2.773114806,6.865574032,D,D,F,-4.315709636,G
9.588542278,10.10898615,12.76035487,15.03821681,6.059616414,1.424599353,5.424496355,6.375771189,13.35807552,7.339024959,5.219013578,-7.275769695,-3.154192808,1.024218705,-2.060150645,D,A,E,-2.202248946,G
9.170095158,13.69224516,6.653562594,3.446114558,18.64731605,3.930506536,5.720510807,9.62388304,10.80610271,8.963902431,-12.94577251,-5.767463504,4.798368034,0.184997602,-3.237123112,E,D,D,4.422028677,D
6.673279529,11.16723724,6.397116769,17.09663956,5.959214018,2.690142265,3.505798448,11.31579005,11.79711932,17.96178468,14.34950002,-10.44616444,2.179804499,0.86330075,-1.098526845,D,A,F,-8.161672171,F
18.57649855,8.113146824,19.84487043,18.18618132,2.288654009,3.237267767,4.666389064,8.117808793,8.652349516,16.22567295,9.033346556,3.229582808,1.346990089,2.00394137,3.270662809,A,C,A,-7.568899496,G
12.97237445,10.55765178,13.93449609,13.13544005,12.50641655,3.255015986,4.916067232,11.0391374,9.635710991,17.54641792,-2.027578729,-9.017968589,5.046591819,0.855238726,-4.597714928,F,C,E,4.445052188,E
9.513359458,12.37206411,9.483827145,11.64703625,5.329399075,3.769469563,5.236491952,6.482709515,10.05348728,7.047802068,-1.984455005,-5.504331662,-2.914643933,-0.889889294,-3.12291861,E,D,C,0.185314224,F
11.04701676,9.146648662,14.14464093,10.10792474,7.876902694,2.111856986,4.739267456,16.42261891,6.38331976,21.95742658,-4.683638209,0.28682434,10.74239726,2.290399543,-1.384732744,D,D,A,-13.57341215,B
14.63829274,10.64840411,16.73498022,12.50993407,11.6145243,2.055821251,0.906718266,15.44363108,7.323284063,21.83180774,-3.456589367,-0.369303674,9.737600005,2.122933334,-1.351357206,D,B,A,10.84000976,G
8.263186914,13.4979116,7.138710726,15.63381508,9.047487724,3.381198216,3.135350551,13.17437302,7.235343517,20.58150683,-2.578064404,6.974269402,18.90142781,3.650237968,1.92809615,B,B,F,12.32296386,J
14.91179767,15.37371373,16.55583043,2.236390534,15.98043341,3.580953935,4.754201982,16.47382828,5.672667902,20.21104546,-9.168556713,-1.601274544,7.179368293,1.696561382,-4.084278357,B,B,A,7.986586534,B
9.532664523,12.23277778,8.097156624,12.2583133,11.02905208,2.382577565,3.168288465,12.45898565,11.08823501,15.52021996,0.898826526,-8.849679053,3.601676088,1.100279348,-3.795992974,E,A,D,-11.62956876,B
6.917157832,13.59653406,8.645825116,17.24888774,5.457425018,1.969224603,3.142731028,25.19075505,9.478360066,20.9670479,3.89062958,-9.381077106,12.00695251,2.501158751,-3.269458066,E,A,E,7.084097672,G
22.43080767,5.745078308,21.08804766,12.47936438,6.298053857,3.183261989,5.823762477,8.244337479,12.47950014,6.397060071,-3.53867435,-4.974573236,-4.58083371,2.596919102,-3.290740769,E,F,E,4.447012338,F
8.551273412,11.04769429,13.55342857,14.19424941,4.384554273,1.059059317,4.334881834,19.91767124,7.497018477,19.20074989,5.70209464,-5.310273902,6.524174326,1.587362388,-1.120423799,D,A,E,13.54888725,I
